Province Name,#Classrooms - Kindergarten,#Classrooms - Primary School,#Classrooms - Secondary School,#Classrooms - High School,#Students - Kindergarten,#Students - Primary School,#Students - Secondary School,#Students -High School,#Teachers - Kindergarten,#Teachers - Primary School,#Teachers - Secondary School,#Teachers - High School,#Schools - Kindergarten,#Schools - Primary School,#Schools - Secondary School,#Schools - High School,Schooling Ratio - Kindergarten,Schooling Ratio - Primary School,Schooling Ratio - Secondary School,Schooling Ratio - High School,Student per Teacher - Kindergarten,Student per Teacher - Primary School,Student per Teacher - Secondary School,Student per Teacher - High School,Student per School - Kindergarten,Student per School - Primary School,Student per School - Secondary School,Student per School - High School,Student per Classroom - Kindergarten,Student per Classroom - Primary School,Student per Classroom - Secondary School,Student per Classroom - High School,Education Budget per Student,HDI Index,
Burdur,272,996,692,691,4622,11875,14260,18195,281,1058,1261,1213,124,104,96,53,,87.51,93.06,51.57,16.44839858,11.22400756,11.30848533,15,37.27419355,114.1826923,148.5416667,343.3018868,16.99264706,11.92269076,20.60693642,26.33140376,56.37326361,0.818,"2,759,584"
Bursa,2654,7469,4677,6514,47167,172276,184286,196211,2521,9442,10174,12205,797,478,479,350,,90.07,96.17,37.97,18.70963903,18.24571065,18.11342638,16.07628021,59.18067754,360.4100418,384.7306889,560.6028571,17.7720422,23.06547061,39.40260851,30.12143076,27.63345501,0.822,"16,578,415"
Çanakkale,418,1557,879,1299,7951,21326,24196,26885,546,1546,1776,2239,174,136,100,94,,89.9,95.27,49.57,14.56227106,13.79430789,13.62387387,12.00759268,45.6954023,156.8088235,241.96,286.0106383,19.0215311,13.69685292,27.52673493,20.69668976,52.760447,0.822,"4,239,724"
Çankırı,147,589,498,535,2737,8108,9562,11185,177,509,616,747,61,63,54,38,,85.69,90.28,38.46,15.46327684,15.92927308,15.52272727,14.97322624,44.86885246,128.6984127,177.0740741,294.3421053,18.61904762,13.76570458,19.20080321,20.90654206,55.66662446,0.803,"1,758,620"
Çorum,365,1966,1183,1664,7630,26894,32537,38091,486,1832,2345,2628,184,232,155,105,,90.05,96.15,46.36,15.69958848,14.680131,13.8750533,14.49429224,41.4673913,115.9224138,209.916129,362.7714286,20.90410959,13.67955239,27.50380389,22.89122596,38.77360393,0.803,"4,077,122"
Denizli,1098,3339,2596,2656,18514,52533,61604,68167,1259,3854,4607,4646,392,296,252,155,,89.5,95.86,44.7,14.70532168,13.63077322,13.37182548,14.67219113,47.22959184,177.4763514,244.4603175,439.7870968,16.86156648,15.73315364,23.73035439,25.66528614,40.69577926,0.818,"8,172,445"
Diyarbakır,1462,6263,3668,3599,33138,148450,161134,143423,1475,7384,7936,5940,860,966,408,201,,93.66,94.65,30.87,22.46644068,20.10427952,20.30418347,24.1452862,38.53255814,153.6749482,394.9362745,713.5472637,22.66621067,23.70269839,43.92966194,39.85079189,26.15787882,0.746,"12,716,522"
Edirne,318,1266,762,898,5524,15883,18348,19681,340,1237,1403,1708,135,111,91,67,,91.18,94.82,50.27,16.24705882,12.83993533,13.07769066,11.52283372,40.91851852,143.0900901,201.6263736,293.7462687,17.37106918,12.54581359,24.07874016,21.91648107,61.2433542,0.822,"3,640,060"
Elazığ,481,1734,1145,1540,9164,34616,40321,46604,514,2320,2671,2995,200,211,130,88,,90.96,96.85,47.08,17.82879377,14.92068966,15.09584425,15.560601,45.82,164.056872,310.1615385,529.5909091,19.05197505,19.96309112,35.21484716,30.26233766,44.98016908,0.746,"5,879,133"
Erzincan,249,871,699,726,4948,11177,13102,16267,263,941,1115,1185,122,105,74,51,,89.5,95.48,42.19,18.81368821,11.87778959,11.75067265,13.72742616,40.55737705,106.447619,177.0540541,318.9607843,19.87148594,12.83237658,18.74391989,22.40633609,58.95373016,0.754,"2,682,041"
Erzurum,745,3099,2264,2023,12397,51092,62674,60416,678,3205,3916,3200,409,714,325,128,,92.36,95.41,39.22,18.28466077,15.94134165,16.00459653,18.88,30.31051345,71.55742297,192.8430769,472,16.64026846,16.48660858,27.68286219,29.86455759,51.568065,0.785,"9,621,518"
Eskişehir,649,2256,1383,2031,12989,38436,44624,52949,826,2793,3182,4028,214,153,127,116,,90.51,96.18,54.65,15.7251816,13.76154672,14.02388435,13.14523337,60.69626168,251.2156863,351.3700787,456.4568966,20.01386749,17.03723404,32.26608821,26.07040867,62.25071477,0.803,"9,275,232"
Gaziantep,1551,6105,5195,4541,40268,181297,182224,159078,1810,8780,8834,7396,562,530,351,219,,92.07,95.65,41.73,22.24751381,20.64886105,20.62757528,21.50865333,71.65124555,342.0698113,519.1566952,726.3835616,25.96260477,29.6964783,35.07680462,35.03149086,22.73437775,0.746,"12,796,431"
Giresun,396,1416,981,1471,6986,18493,22860,28682,430,1260,1825,2242,189,131,139,97,,86.19,91.26,39.83,16.24651163,14.67698413,12.5260274,12.79304193,36.96296296,141.1679389,164.4604317,295.6907216,17.64141414,13.06002825,23.30275229,19.49830048,48.60723699,0.808,"3,743,778"
Gümüşhane,103,346,527,389,1697,5546,6626,8214,82,413,563,581,51,62,63,33,,58.96,61.19,29.28,20.69512195,13.42857143,11.76909414,14.13769363,33.2745098,89.4516129,105.1746032,248.9090909,16.47572816,16.02890173,12.57305503,21.11568123,73.95974279,0.808,"1,633,253"
Hakkari,230,1106,532,550,5021,22202,26761,27899,185,1060,1059,842,136,221,96,42,,91.6,86.94,25.78,27.14054054,20.94528302,25.2700661,33.13420428,36.91911765,100.4615385,278.7604167,664.2619048,21.83043478,20.07414105,50.30263158,50.72545455,29.84927274,0.746,"2,444,148"
Hatay,1474,6403,3574,3694,37270,120835,127025,121360,1636,7313,7123,6401,672,567,440,209,,90.89,96.03,40.55,22.78117359,16.52331465,17.83307595,18.95953757,55.46130952,213.1128748,288.6931818,580.6698565,25.28493894,18.87162268,35.54141018,32.85327558,28.07201407,0.795,"11,410,993"
Isparta,438,1223,1530,1248,7038,21092,24757,29577,498,1662,1970,2212,192,168,133,88,,89.23,95.47,50.62,14.13253012,12.69073406,12.56700508,13.37115732,36.65625,125.547619,186.1428571,336.1022727,16.06849315,17.24611611,16.18104575,23.69951923,63.5782402,0.818,"5,242,916"
Mersin,1585,6115,2897,4179,39509,113415,126535,132167,2060,7653,8263,8081,622,450,388,240,,90.6,96.43,43.88,19.17912621,14.81967856,15.31344548,16.35527781,63.5192926,252.0333333,326.121134,550.6958333,24.92681388,18.54701554,43.6779427,31.62646566,30.71795756,0.795,"12,644,310"
İstanbul,12718,32315,23734,29540,189552,863609,961824,1081819,11902,41792,43501,52935,3407,1467,1532,1519,,91.93,96.78,36.58,15.92606285,20.66445731,22.11038827,20.43674318,55.63604344,588.6905249,627.8224543,712.1915734,14.90423022,26.72470989,40.52515379,36.62217332,22.17356475,0.849,"68,667,184"
İzmir,3841,9795,7364,8530,64270,212781,237190,270897,3994,14177,15313,16714,1329,778,623,478,,90.01,96.25,44.07,16.09163746,15.00888763,15.48945341,16.20778988,48.35966892,273.4974293,380.7223114,566.7301255,16.73262171,21.72343032,32.20939707,31.75814771,34.95285924,0.818,"27,442,818"
Kars,345,1604,1172,737,4874,21841,24659,19844,283,1370,1481,1014,243,363,169,48,,92.85,96.38,35.6,17.22261484,15.94233577,16.65023633,19.57001972,20.05761317,60.16804408,145.9112426,413.4166667,14.12753623,13.61658354,21.04010239,26.92537313,43.57026314,0.785,"3,102,987"
Kastamonu,280,1124,892,918,4662,16133,20058,23331,307,1123,1455,1534,126,126,110,81,,90.26,96.48,38.31,15.18566775,14.36598397,13.78556701,15.20925684,37,128.0396825,182.3454545,288.037037,16.65,14.35320285,22.48654709,25.41503268,50.36772404,0.803,"3,232,802"
Kayseri,1115,4986,2363,3723,22561,91109,101915,110758,1421,5399,6123,6187,420,401,314,211,,90.51,96.85,41.74,15.87684729,16.87516207,16.64461865,17.90172943,53.71666667,227.2044888,324.5700637,524.9194313,20.23408072,18.2729643,43.1294964,29.74966425,34.65742792,0.803,"11,310,209"
Kırklareli,227,996,700,773,4994,13870,16610,18765,253,925,1048,1313,111,83,75,56,,91.53,95.79,50.42,19.73913043,14.99459459,15.84923664,14.2916984,44.99099099,167.1084337,221.4666667,335.0892857,22,13.92570281,23.72857143,24.27554981,39.47773742,0.822,"2,141,233"
Kırşehir,202,937,634,767,3338,11465,13375,16216,260,1029,1203,1305,82,81,75,56,,89.61,95.01,46.43,12.83846154,11.14188533,11.11803824,12.42605364,40.70731707,141.5432099,178.3333333,289.5714286,16.52475248,12.23585912,21.09621451,21.14211213,60.49846826,0.803,"2,685,769"
Kocaeli,2059,5640,4134,4305,38415,112682,122591,142837,2139,6463,7343,7724,674,324,319,219,,91.52,97.25,42.78,17.95932679,17.43493734,16.69494757,18.4926204,56.99554896,347.7839506,384.2978056,652.2237443,18.6571151,19.97907801,29.65432995,33.17932636,28.31868675,0.822,"11,795,441"
Konya,2025,7369,5425,5706,35905,137406,159031,171348,2281,9031,10410,9159,937,762,591,331,,89.04,95.69,36.59,15.74090311,15.21492636,15.27675312,18.70815591,38.31910352,180.3228346,269.0879865,517.6676737,17.7308642,18.64649206,29.31447005,30.02944269,34.58022395,0.839,"17,417,713"
Kütahya,497,1975,1613,1466,8384,26278,31879,37851,499,1980,2331,2313,237,224,164,101,,90.53,97.71,46.32,16.80160321,13.27171717,13.67610468,16.36446174,35.37552743,117.3125,194.3841463,374.7623762,16.86921529,13.30531646,19.76379417,25.81923602,45.80122998,0.818,"4,781,282"
Malatya,691,2539,2127,2149,13249,49167,57241,67468,768,3512,4358,4368,298,321,230,137,,90.28,96.86,44.57,17.25130208,13.99971526,13.13469481,15.4459707,44.45973154,153.1682243,248.873913,492.4671533,19.17366136,19.36471052,26.9116126,31.39506747,41.82558717,0.746,"7,826,613"
Manisa,1158,4346,3343,3093,21000,73247,85467,90778,1269,5027,5827,5646,495,494,320,190,,90.76,96.83,40.37,16.54846336,14.57071812,14.66741033,16.07828551,42.42424242,148.2732794,267.084375,477.7789474,18.13471503,16.85388863,25.56595872,29.34949887,35.06365438,0.818,"9,484,438"
Kahramanmaraş,846,3733,3270,2498,20157,87189,97489,91709,967,4677,5174,4611,456,511,318,153,,90.7,96,33.33,20.84488108,18.64207826,18.84209509,19.88917805,44.20394737,170.6242661,306.5691824,599.4052288,23.82624113,23.35628181,29.81314985,36.71297038,28.8244881,0.746,"8,547,729"
Mardin,674,3278,2037,2037,14709,75672,82117,70200,702,3751,4200,3164,453,604,326,122,,92.85,94.66,35.16,20.95299145,20.17382031,19.55166667,22.18710493,32.47019868,125.2847682,251.892638,575.4098361,21.82344214,23.08480781,40.31271478,34.46244477,24.21419212,0.746,"5,876,736"
Muğla,950,3104,2120,2224,15088,44488,50664,57550,1062,3459,3921,4086,413,328,231,148,,89.91,95.74,51.13,14.20715631,12.86152067,12.92119357,14.08467939,36.53268765,135.6341463,219.3246753,388.8513514,15.88210526,14.33247423,23.89811321,25.87679856,37.43248108,0.818,"6,280,796"
Muş,466,2407,1635,937,8351,39440,43948,28919,351,2064,2034,1257,300,423,192,55,,93.59,90.51,19.4,23.79202279,19.10852713,21.60668633,23.00636436,27.83666667,93.23877069,228.8958333,525.8,17.92060086,16.38554217,26.8795107,30.86339381,31.27790946,0.746,"3,773,930"
Nevşehir,370,1146,1133,828,5589,16665,19252,20614,346,1249,1464,1340,160,129,102,58,,89.82,96.58,44.53,16.15317919,13.34267414,13.15027322,15.38358209,34.93125,129.1860465,188.745098,355.4137931,15.10540541,14.54188482,16.99205649,24.89613527,42.33565679,0.803,"2,629,891"
Niğde,378,1165,1493,949,6188,21988,26189,25143,378,1539,1804,1542,194,173,135,58,,91.15,96.9,42.35,16.37037037,14.28719948,14.51718404,16.30544747,31.89690722,127.0982659,193.9925926,433.5,16.37037037,18.87381974,17.54119223,26.49420443,46.22329828,0.818,"3,675,122"
Ordu,573,2034,1803,1987,11271,37174,43473,51493,719,2544,3178,3670,260,208,210,124,,88.59,94.76,37.93,15.6759388,14.61242138,13.67935809,14.03079019,43.35,178.7211538,207.0142857,415.266129,19.67015707,18.27630285,24.11148087,25.91494716,39.67198472,0.808,"5,689,399"
Rize,308,1360,833,1070,5429,15744,19827,28104,362,1209,1520,1839,134,94,104,74,,90.05,98.02,45.84,14.99723757,13.02233251,13.04407895,15.2822186,40.51492537,167.4893617,190.6442308,379.7837838,17.62662338,11.57647059,23.80192077,26.26542056,49.58856217,0.808,"3,426,768"
Sakarya,998,2422,2794,1963,16023,54515,63196,72533,963,3439,3890,3607,402,299,254,122,,91.22,96.56,41.25,16.63862928,15.85199186,16.24575835,20.10895481,39.85820896,182.3244147,248.8031496,594.5327869,16.05511022,22.50825764,22.61846815,36.95007641,33.6455177,0.822,"6,939,960"
Samsun,1197,3773,3446,3093,21239,68835,82698,99489,1398,5111,6091,6109,557,476,315,178,,90.84,97.73,45.21,15.19241774,13.46801017,13.57708094,16.28564413,38.13105925,144.6113445,262.5333333,558.9269663,17.74352548,18.24410284,23.99825885,32.16585839,43.21649814,0.808,"11,766,167"
Siirt,389,1838,1024,787,7786,31346,35246,30219,363,1641,1637,1273,230,305,138,55,,93.82,93.69,30.86,21.44903581,19.10176722,21.53084911,23.7384132,33.85217391,102.7737705,255.4057971,549.4363636,20.01542416,17.05440696,34.41992188,38.39771283,31.03247703,0.746,"3,245,904"
Sinop,172,721,490,519,2966,8867,11044,13296,210,633,840,961,73,67,48,45,,91.66,97.13,44.16,14.12380952,14.00789889,13.14761905,13.83558793,40.63013699,132.3432836,230.0833333,295.4666667,17.24418605,12.29819695,22.53877551,25.61849711,55.55815111,0.803,"2,009,705"
Sivas,494,2516,1781,1746,8998,34644,41469,47759,490,2339,2903,2928,245,318,202,110,,91.35,96.92,43.96,18.36326531,14.81145789,14.28487771,16.31113388,36.72653061,108.9433962,205.2920792,434.1727273,18.2145749,13.76947536,23.28411005,27.35337915,47.03825544,0.785,"6,249,973"
Tekirdağ,807,2673,1568,2228,17002,54109,60433,64015,923,3017,3221,3562,281,169,154,123,,91.84,96.35,42.59,18.42036836,17.93470335,18.76218566,17.97164514,60.50533808,320.1715976,392.4220779,520.4471545,21.06815366,20.24279835,38.54145408,28.73204668,26.04438558,0.822,"5,093,214"
Tokat,564,2330,1718,1568,11070,29986,37590,44637,612,2311,2830,2788,333,331,195,109,,85.44,91.02,37.45,18.08823529,12.97533535,13.28268551,16.01040172,33.24324324,90.59214502,192.7692308,409.5137615,19.62765957,12.8695279,21.88009313,28.46747449,44.13441432,0.803,"5,441,023"
Trabzon,718,2712,1856,2208,13265,40201,46076,58349,818,2867,3960,4025,309,215,239,136,,90.76,97.5,46.61,16.21638142,14.02197419,11.63535354,14.49664596,42.92880259,186.9813953,192.7866109,429.0367647,18.47493036,14.82337758,24.82543103,26.42617754,51.16637427,0.808,"8,078,710"
Tunceli,71,288,179,279,1325,2714,3054,4115,81,248,316,345,27,28,25,26,,90.36,94.77,57.28,16.35802469,10.94354839,9.664556962,11.92753623,49.07407407,96.92857143,122.16,158.2692308,18.66197183,9.423611111,17.06145251,14.74910394,82.54371877,0.754,"925,150"
Şanlıurfa,1599,7333,5225,4663,40598,219483,212110,151153,1765,8977,8819,6774,913,1291,684,233,,94.74,92.42,30.03,23.00169972,24.44948201,24.05147976,22.31369944,44.46659365,170.0100697,310.1023392,648.7253219,25.38961851,29.93086049,40.59521531,32.41539781,21.62884378,0.746,"13,482,210"
Uşak,295,1142,936,900,5297,17559,20866,23974,327,1331,1501,1375,140,120,91,55,,89.52,96.42,52.28,16.19877676,13.19233659,13.90139907,17.43563636,37.83571429,146.325,229.2967033,435.8909091,17.9559322,15.37565674,22.29273504,26.63777778,43.27647128,0.818,"2,929,644"
Van,1090,5433,2320,2595,23594,107627,115967,88914,1071,5503,5178,3993,700,879,340,132,,94.7,92.45,25.73,22.02987862,19.55787752,22.39609888,22.26746807,33.70571429,122.4425484,341.0794118,673.5909091,21.64587156,19.80986564,49.98577586,34.26358382,28.998435,0.746,"9,746,432"
Yozgat,342,2327,910,1457,5245,22907,26934,31003,328,1685,1831,2099,184,202,222,107,,86.83,90.4,40.03,15.99085366,13.59465875,14.70999454,14.77036684,28.50543478,113.4009901,121.3243243,289.7476636,15.33625731,9.844005157,29.5978022,21.27865477,47.33765057,0.803,"4,075,251"
Zonguldak,468,1594,1642,1564,7991,29552,34341,39658,512,2096,2261,2522,264,225,128,93,,90.9,97.7,45.83,15.60742188,14.09923664,15.18841221,15.72482157,30.26893939,131.3422222,268.2890625,426.4301075,17.07478632,18.53952321,20.91412911,25.35677749,41.64821323,0.797,"4,645,525"
Aksaray,404,1718,1341,1032,7152,26109,28886,30821,438,1711,1919,1639,216,216,139,72,,88.96,94.74,43.05,16.32876712,15.25949737,15.05263158,18.804759,33.11111111,120.875,207.8129496,428.0694444,17.7029703,15.19732247,21.54064131,29.86531008,38.11342613,0.803,"3,543,329"
Bayburt,75,174,400,250,1102,4093,4840,6029,63,287,391,354,40,46,59,17,,77.59,82.41,35.58,17.49206349,14.26132404,12.37851662,17.03107345,27.55,88.97826087,82.03389831,354.6470588,14.69333333,23.52298851,12.1,24.116,91.37145169,0.808,"1,467,791"
Karaman,257,1057,691,848,4384,14047,16801,20528,285,1015,1059,1186,110,91,75,50,,90.07,96.98,51.58,15.38245614,13.83940887,15.86496695,17.30860034,39.85454545,154.3626374,224.0133333,410.56,17.05836576,13.28949858,24.31403763,24.20754717,39.77254304,0.839,"2,217,717"
Kırıkkale,247,1042,761,945,3758,14002,16502,20905,237,1034,1218,1526,104,87,76,61,,90.46,96.75,40.28,15.85654008,13.54158607,13.54844007,13.69921363,36.13461538,160.9425287,217.1315789,342.704918,15.2145749,13.43761996,21.68462549,22.12169312,60.42101256,0.803,"3,333,246"
Batman,606,2711,1535,1562,13560,54220,62698,58492,591,2722,3066,2688,331,400,181,80,,92.49,95.91,43.72,22.94416244,19.91917708,20.44944553,21.76041667,40.96676737,135.55,346.3977901,731.15,22.37623762,20,40.84560261,37.446863,25.89803143,0.746,"4,893,951"
Şırnak,442,1906,1891,1140,10073,52026,57672,42512,374,2116,2310,1448,263,299,237,65,,94.27,93.15,23.34,26.93315508,24.58695652,24.96623377,29.35911602,38.30038023,174,243.3417722,654.0307692,22.78959276,27.29590766,30.49814913,37.29122807,21.76600137,0.746,"3,532,252"
Bartın,147,674,617,529,2585,8666,10310,12832,163,633,784,896,83,68,49,32,,91.64,98.5,37.12,15.85889571,13.69036335,13.1505102,14.32142857,31.14457831,127.4411765,210.4081633,401,17.58503401,12.85756677,16.70988655,24.25708885,52.40077923,0.797,"1,802,220"
Ardahan,109,454,410,424,1487,5515,7280,7160,88,398,451,435,72,88,56,26,,92.75,98.79,33.74,16.89772727,13.85678392,16.14190687,16.45977011,20.65277778,62.67045455,130,275.3846154,13.64220183,12.14757709,17.75609756,16.88679245,58.40784442,0.785,"1,252,381"
Iğdır,192,932,634,573,3900,15414,17643,15685,170,912,1075,871,118,142,94,34,,93.55,95.09,43.85,22.94117647,16.90131579,16.41209302,18.00803674,33.05084746,108.5492958,187.6914894,461.3235294,20.3125,16.53862661,27.82807571,27.37347295,35.22913263,0.785,"1,854,532"
Yalova,234,805,590,558,3846,12442,13771,15994,228,809,958,1046,88,59,62,37,,90.01,96.37,49.68,16.86842105,15.37948084,14.37473904,15.29063098,43.70454545,210.8813559,222.1129032,432.2702703,16.43589744,15.45590062,23.34067797,28.66308244,41.30308558,0.822,"1,902,131"
Karabük,193,616,669,740,3245,10260,12613,16115,245,770,982,1206,99,59,74,44,,89.78,97.22,50.83,13.24489796,13.32467532,12.84419552,13.36235489,32.77777778,173.8983051,170.4459459,366.25,16.8134715,16.65584416,18.85351271,21.77702703,63.33859778,0.797,"2,674,979"
Kilis,171,524,611,402,3745,12263,12680,11507,153,618,641,591,83,96,42,22,,89.78,94.91,33.23,24.47712418,19.84304207,19.78159126,19.47038917,45.12048193,127.7395833,301.9047619,523.0454545,21.9005848,23.40267176,20.75286416,28.62437811,35.5340714,0.746,"1,428,292"
Osmaniye,484,1853,1434,1424,9893,38183,43135,43432,555,2459,2650,2436,217,184,126,84,,87.72,94.4,41.16,17.82522523,15.52785685,16.27735849,17.82922824,45.58986175,207.5163043,342.3412698,517.047619,20.44008264,20.60604425,30.08019526,30.5,32.65621681,0.795,"4,396,931"
Düzce,436,1497,870,850,6453,19946,22936,26485,430,1355,1609,1535,174,113,104,53,,91.07,96.71,37.32,15.00697674,14.7202952,14.25481666,17.25407166,37.0862069,176.5132743,220.5384615,499.7169811,14.80045872,13.3239813,26.36321839,31.15882353,42.52731469,0.797,"3,224,421"
