Province Name,#Classrooms - Kindergarten,#Classrooms - Primary School,#Classrooms - Secondary School,#Classrooms - High School,#Students - Kindergarten,#Students - Primary School,#Students - Secondary School,#Students -High School,#Teachers - Kindergarten,#Teachers - Primary School,#Teachers - Secondary School,#Teachers - High School,#Schools - Kindergarten,#Schools - Primary School,#Schools - Secondary School,#Schools - High School,Schooling Ratio - Kindergarten,Schooling Ratio - Primary School,Schooling Ratio - Secondary School,Schooling Ratio - High School,Student per Teacher - Kindergarten,Student per Teacher - Primary School,Student per Teacher - Secondary School,Student per Teacher - High School,Student per School - Kindergarten,Student per School - Primary School,Student per School - Secondary School,Student per School - High School,Student per Classroom - Kindergarten,Student per Classroom - Primary School,Student per Classroom - Secondary School,Student per Classroom - High School,Education Budget per Student,HDI Index,,,,,,
Bingöl,264,996,954,732,5157,18879,22001,20745,233,1127,1380,1243,165,208,102,50,,91.72,94.86,39.95,22.13304721,16.7515528,15.94275362,16.68946098,31.25454545,90.76442308,215.6960784,414.9,19.53409091,18.95481928,23.06184486,28.34016393,43.15749753,0.792,"2,882,144",,,,,
Bitlis,408,2342,1242,878,7412,30081,34236,27519,346,1812,2090,1291,266,443,195,63,,93.26,94.31,31.87,21.42196532,16.60099338,16.38086124,21.31603408,27.86466165,67.90293454,175.5692308,436.8095238,18.16666667,12.8441503,27.56521739,31.3428246,37.03614179,0.757,"3,675,763",,,,,
Bolu,282,1149,610,821,4611,14243,15831,19885,330,961,1275,1489,92,72,89,58,,90.68,93.71,45.62,13.97272727,14.82101977,12.41647059,13.3546004,50.11956522,197.8194444,177.8764045,342.8448276,16.35106383,12.39599652,25.95245902,24.22046285,60.55088877,0.806,"3,304,262",,,,,
Burdur,282,1001,669,747,5104,12071,14136,17341,296,1046,1284,1233,129,95,95,57,,88.19,91.55,51.87,17.24324324,11.54015296,11.00934579,14.06407137,39.56589147,127.0631579,148.8,304.2280702,18.09929078,12.05894106,21.13004484,23.21419009,58.15906849,0.828,"2,829,555",,,,,
Bursa,2898,7857,5003,7154,52512,178401,188237,192800,2935,9751,10727,13370,897,479,509,386,,91.06,94.55,39.93,17.89165247,18.29566198,17.54796308,14.42034405,58.54180602,372.4446764,369.8172888,499.4818653,18.12008282,22.70599465,37.6248251,26.94995807,29.55658142,0.83,"18,087,150",,,,,
Çanakkale,465,1524,939,1314,8799,21805,24457,26661,599,1548,1858,2290,181,124,105,93,,89.48,93.66,50.87,14.68948247,14.08591731,13.16307858,11.64235808,48.61325967,175.8467742,232.9238095,286.6774194,18.92258065,14.30774278,26.0457934,20.28995434,52.92478158,0.83,"4,325,119",,,,,
Çankırı,150,568,496,482,2824,8460,9478,10545,176,524,622,746,60,61,54,38,,85.99,89.53,37.87,16.04545455,16.14503817,15.23794212,14.13538874,47.06666667,138.6885246,175.5185185,277.5,18.82666667,14.8943662,19.10887097,21.87759336,56.50084646,0.812,"1,768,872",,,,,
Çorum,392,1936,1140,1665,8160,27503,31582,36757,517,1790,2363,2650,192,213,156,106,,90.43,94.88,48.84,15.78336557,15.36480447,13.36521371,13.87056604,42.5,129.1220657,202.4487179,346.7641509,20.81632653,14.20609504,27.70350877,22.07627628,43.31976308,0.812,"4,505,342",,,,,
Denizli,1206,3380,2666,2898,20408,53204,61427,66149,1347,3852,4792,5074,432,290,257,170,,89.48,93.62,47.04,15.15070527,13.81204569,12.81865609,13.03685455,47.24074074,183.462069,239.0155642,389.1117647,16.92205638,15.7408284,23.04088522,22.82574189,44.08749528,0.828,"8,869,875",,,,,
Diyarbakır,1699,6380,3925,3997,59172,150651,161937,138467,1713,7489,8394,6423,1002,917,508,217,,93.86,94.29,33.85,34.54290718,20.11630391,19.29199428,21.55799471,59.05389222,164.2868048,318.773622,638.0967742,34.82754562,23.6130094,41.25783439,34.64273205,28.00349648,0.757,"14,288,140",,,,,
Edirne,336,1296,798,991,6461,16031,18299,18701,367,1268,1460,1707,142,110,95,70,,91.13,93.65,51.12,17.60490463,12.64274448,12.53356164,10.95547745,45.5,145.7363636,192.6210526,267.1571429,19.22916667,12.36959877,22.93107769,18.87083754,64.3212869,0.83,"3,826,602",,,,,
Elazığ,477,1775,1259,1591,9544,34837,40298,44270,512,2295,2757,3017,202,197,133,91,,91.3,96.19,48.14,18.640625,15.1795207,14.61661226,14.67351674,47.24752475,176.8375635,302.9924812,486.4835165,20.00838574,19.62647887,32.00794281,27.82526713,49.62829491,0.757,"6,399,519",,,,,
Erzincan,259,899,715,682,5663,11598,12942,15572,281,877,1129,1207,126,92,75,52,,89.86,93.68,42.81,20.15302491,13.22462942,11.46324181,12.90140845,44.94444444,126.0652174,172.56,299.4615385,21.86486486,12.90100111,18.1006993,22.83284457,62.30427089,0.763,"2,851,978",,,,,
Erzurum,772,3105,2390,2234,13454,51012,59473,58800,726,3225,4280,3361,426,677,333,132,,92.09,94.58,40.16,18.53168044,15.81767442,13.89556075,17.49479322,31.58215962,75.35007386,178.5975976,445.4545455,17.42746114,16.42898551,24.88410042,26.32050134,57.67496812,0.792,"10,539,466",,,,,
Eskişehir,810,2355,1469,2004,15670,39792,45038,52277,1028,2979,3392,4274,253,155,139,123,,90.59,94.49,56.51,15.24319066,13.35750252,13.27771226,12.23139916,61.93675889,256.7225806,324.0143885,425.0162602,19.34567901,16.89681529,30.65895167,26.08632735,63.63046794,0.812,"9,721,272",,,,,
Gaziantep,1659,6231,5536,4955,45417,196178,191410,162319,1917,8742,9201,7640,580,524,360,243,,92.8,94.52,42.6,23.69170579,22.44086022,20.80317357,21.24594241,78.30517241,374.3854962,531.6944444,667.9794239,27.3761302,31.48419194,34.57550578,32.75862765,24.26987825,0.757,"14,448,441",,,,,
Giresun,403,1453,962,1403,7343,18432,22140,27759,461,1285,1832,2262,190,121,145,99,,88.42,93,41.33,15.92841649,14.34396887,12.08515284,12.27188329,38.64736842,152.3305785,152.6896552,280.3939394,18.22084367,12.68547832,23.01455301,19.78545973,53.86055977,0.814,"4,075,844",,,,,
Gümüşhane,117,336,517,371,1895,5432,6458,7491,75,388,533,533,56,57,65,33,,60.66,62.25,29.39,25.26666667,14,12.1163227,14.05440901,33.83928571,95.29824561,99.35384615,227,16.1965812,16.16666667,12.49129594,20.19137466,76.892884,0.814,"1,635,973",,,,,
Hakkari,233,1016,529,610,6029,21710,26470,24590,211,1114,1258,941,152,210,95,43,,91.72,87.48,27.49,28.57345972,19.48833034,21.04133545,26.13177471,39.66447368,103.3809524,278.6315789,571.8604651,25.87553648,21.36811024,50.03780718,40.31147541,29.91418673,0.757,"2,357,208",,,,,
Hatay,1679,6433,3783,4223,41946,130476,133403,124826,1951,7554,7941,6902,739,572,448,228,,91.47,94.84,42.22,21.49974372,17.27243844,16.79926961,18.08548247,56.76048714,228.1048951,297.7745536,547.4824561,24.98272781,20.28229442,35.26381179,29.55860762,28.08087291,0.804,"12,093,056",,,,,
Isparta,486,1235,1588,1174,8275,21333,24309,28642,548,1678,2076,2299,203,165,135,89,,89.73,93.8,53.06,15.10036496,12.71334923,11.70953757,12.4584602,40.7635468,129.2909091,180.0666667,321.8202247,17.02674897,17.27368421,15.30793451,24.39693356,65.585557,0.828,"5,414,678",,,,,
Mersin,1747,6323,3199,4679,43285,121763,129835,130383,2245,7881,8620,8538,647,457,400,264,,91.22,95.08,45.15,19.28062361,15.45019668,15.06206497,15.27090654,66.90108192,266.4398249,324.5875,493.875,24.77676016,19.25715641,40.58612066,27.86556957,32.74328303,0.804,"13,924,605",,,,,
İstanbul,13710,33275,25901,32520,210495,884403,970031,1038510,13069,42987,45301,55595,3720,1541,1667,1662,,92.29,95.38,38.38,16.10643508,20.57373159,21.41301517,18.67991726,56.58467742,573.9149903,581.9022196,624.8555957,15.35339168,26.57860255,37.45148836,31.93450185,25.11518448,0.859,"77,943,443",,,,,
İzmir,4235,10159,7884,8961,72950,218359,240202,262802,4572,14682,16321,17893,1427,791,649,509,,91.17,94.67,45.1,15.95581802,14.87256505,14.71735801,14.68741966,51.12123336,276.0543616,370.1109399,516.3104126,17.22550177,21.49414312,30.46702182,29.32730722,37.56488311,0.828,"29,838,275",,,,,
Kars,349,1606,1089,757,5508,21343,24259,19045,303,1351,1596,1067,262,362,172,49,,92.52,96.14,37.15,18.17821782,15.79792746,15.19987469,17.84910965,21.02290076,58.95856354,141.0406977,388.6734694,15.78223496,13.28953923,22.27640037,25.15852048,46.94827168,0.792,"3,293,656",,,,,
Kastamonu,275,1017,811,915,4904,16168,19725,22436,324,1096,1439,1542,126,119,109,82,,91.38,96.36,37.72,15.13580247,14.75182482,13.70743572,14.54993515,38.92063492,135.8655462,180.9633028,273.6097561,17.83272727,15.89773845,24.32182491,24.52021858,57.54395648,0.812,"3,638,677",,,,,
Kayseri,1211,5147,2532,3828,24879,93966,103185,108698,1636,5459,6357,6450,445,395,337,219,,91.37,95.08,43.23,15.20721271,17.21304268,16.23171307,16.8524031,55.90786517,237.8886076,306.1869436,496.3378995,20.54417836,18.25646007,40.75236967,28.39550679,36.60128262,0.812,"12,105,069",,,,,
Kırklareli,252,1018,757,753,5562,13957,16298,18009,255,937,1097,1313,118,83,77,59,,90.89,93.9,51.08,21.81176471,14.89541089,14.85688241,13.71591775,47.13559322,168.1566265,211.6623377,305.2372881,22.07142857,13.71021611,21.52972259,23.91633466,43.66296957,0.83,"2,350,203",,,,,
Kırşehir,214,861,656,810,3865,11626,13458,15632,294,1055,1254,1336,82,75,71,57,,89.56,93.34,48.84,13.1462585,11.01990521,10.73205742,11.7005988,47.13414634,155.0133333,189.5492958,274.245614,18.06074766,13.5029036,20.5152439,19.29876543,66.08205289,0.812,"2,946,004",,,,,
Kocaeli,2298,5856,4307,4583,45716,116186,125581,141987,2452,6613,7587,8073,738,326,340,232,,91.34,95.53,43.67,18.64437194,17.56933313,16.55212864,17.58788554,61.94579946,356.398773,369.3558824,612.012931,19.89382071,19.84050546,29.15741816,30.981235,30.91184949,0.83,"13,275,712",,,,,
Konya,2216,7531,5818,6008,39449,141105,159403,166330,2522,8951,10578,9214,995,735,601,348,,90.05,94.21,36.69,15.64195083,15.76416043,15.06929476,18.05187758,39.64723618,191.9795918,265.2296173,477.9597701,17.80189531,18.73655557,27.39824682,27.68475366,37.56877226,0.845,"19,020,581",,,,,
Kütahya,557,2004,1595,1605,9639,26586,31226,36409,532,1981,2372,2362,257,218,170,106,,90.89,95.92,45.9,18.11842105,13.4204947,13.16441821,15.41447925,37.50583658,121.9541284,183.6823529,343.4811321,17.30520646,13.26646707,19.57742947,22.6847352,48.27251107,0.828,"5,013,583",,,,,
Malatya,758,2594,2152,2351,15272,50718,57360,65214,841,3423,4522,4468,325,316,245,147,,91.23,95.78,46.45,18.15933413,14.81682734,12.68465281,14.5957923,46.99076923,160.5,234.122449,443.6326531,20.14775726,19.55204318,26.65427509,27.73883454,44.52257589,0.757,"8,395,355",,,,,
Manisa,1105,4461,3384,3259,23035,74285,85545,88083,1251,5068,6078,5853,504,483,328,197,,90.58,95.22,39.96,18.41326938,14.65765588,14.0745311,15.04920554,45.70436508,153.7991718,260.8079268,447.1218274,20.84615385,16.65209594,25.27925532,27.02761583,37.79602359,0.828,"10,240,757",,,,,
Kahramanmaraş,925,3773,3390,2821,22162,92096,98003,91356,1030,4731,5192,4716,466,491,319,167,,90.98,94.09,34.58,21.51650485,19.46649757,18.87577042,19.37150127,47.55793991,187.5682281,307.2194357,547.0419162,23.95891892,24.40922343,28.90943953,32.3842609,30.41786198,0.757,"9,235,380",,,,,
Mardin,770,3562,2164,2363,18496,77404,82904,68532,796,3744,4364,3232,506,602,345,128,,93.51,94.31,35.65,23.2361809,20.6741453,18.99725023,21.20420792,36.55335968,128.5780731,240.3014493,535.40625,24.02077922,21.73048849,38.31053604,29.00211595,26.69984555,0.757,"6,603,833",,,,,
Muğla,1014,3185,2272,2281,16755,45408,51364,55592,1146,3542,4221,4303,421,325,241,157,,89.99,93.89,52.53,14.62041885,12.81987578,12.16868041,12.91935859,39.79809976,139.7169231,213.1286307,354.089172,16.52366864,14.25682889,22.60739437,24.37176677,42.36810766,0.828,"7,165,252",,,,,
Muş,466,2356,1568,1082,8573,38621,42223,28253,415,2033,2273,1399,309,417,222,58,,93.16,90.32,20.44,20.65783133,18.9970487,18.57589089,20.19513939,27.74433657,92.61630695,190.1936937,487.1206897,18.39699571,16.3926146,26.92793367,26.11182994,34.192292,0.757,"4,023,407",,,,,
Nevşehir,387,1137,1188,870,6245,16511,19223,19270,366,1226,1471,1391,166,129,104,61,,90.37,95.42,44.87,17.06284153,13.46737357,13.06798097,13.85334292,37.62048193,127.9922481,184.8365385,315.9016393,16.1369509,14.52154793,16.18097643,22.14942529,45.8105765,0.812,"2,805,852",,,,,
Niğde,342,1204,1497,1034,6102,22041,25780,24920,354,1507,1781,1620,172,170,142,62,,90.64,95.66,43.06,17.23728814,14.62574652,14.47501404,15.38271605,35.47674419,129.6529412,181.5492958,401.9354839,17.84210526,18.30647841,17.22110888,24.10058027,46.72985554,0.828,"3,684,322",,,,,
Ordu,628,2027,1884,2123,12121,36940,42887,49543,757,2532,3201,3756,273,203,211,126,,90.56,95.95,40.42,16.01188904,14.5892575,13.39800062,13.19036209,44.3992674,181.9704433,203.2559242,393.1984127,19.30095541,18.22397632,22.76380042,23.33631653,43.8006799,0.814,"6,197,402",,,,,
Rize,338,1359,851,1051,5931,15862,19337,26232,375,1186,1532,1793,141,93,99,78,,91.22,97.22,44.39,15.816,13.37436762,12.62206266,14.63022867,42.06382979,170.5591398,195.3232323,336.3076923,17.54733728,11.67181751,22.7226792,24.95908658,53.548514,0.814,"3,607,135",,,,,
Sakarya,1116,2410,2994,2229,17723,55073,63213,71174,1083,3426,3958,3771,442,272,263,134,,91.27,95.24,41.31,16.36472761,16.07501459,15.97094492,18.87403872,40.09728507,202.4742647,240.3536122,531.1492537,15.88082437,22.85186722,21.11322645,31.93091072,38.2644522,0.83,"7,927,744",,,,,
Samsun,1293,3944,3635,3341,21756,69389,81703,95484,1463,5097,6346,6325,557,442,333,191,,91.01,96.62,47.03,14.8708134,13.61369433,12.87472424,15.09628458,39.05924596,156.9886878,245.3543544,499.9162304,16.82598608,17.59355984,22.47675378,28.57946723,45.97670423,0.814,"12,337,021",,,,,
Siirt,422,1895,1027,961,8289,30788,34836,28878,400,1680,1782,1309,241,302,138,60,,93.7,92.95,30.44,20.7225,18.32619048,19.54882155,22.06111536,34.39419087,101.9470199,252.4347826,481.3,19.64218009,16.2469657,33.92015579,30.04994797,34.0994445,0.757,"3,505,116",,,,,
Sinop,183,687,512,571,3151,9056,10625,12617,221,614,800,962,77,58,50,44,,92.54,95.85,43.57,14.25791855,14.74918567,13.28125,13.11538462,40.92207792,156.137931,212.5,286.75,17.21857923,13.18195051,20.75195313,22.09632224,57.73545093,0.812,"2,046,664",,,,,
Sivas,513,2502,1806,1838,11162,34306,40775,46114,482,2275,2908,2823,258,300,207,116,,91.25,96.06,43.39,23.15767635,15.07956044,14.02166437,16.3351045,43.26356589,114.3533333,196.9806763,397.5344828,21.7582846,13.71143086,22.57751938,25.08922742,52.53804483,0.792,"6,953,778",,,,,
Tekirdağ,899,2664,1652,2349,18240,56568,61824,62743,989,3086,3259,3793,306,164,166,134,,91.5,94.33,43,18.44287159,18.33052495,18.97023627,16.5417875,59.60784314,344.9268293,372.4337349,468.2313433,20.28921023,21.23423423,37.42372881,26.71051511,29.81033229,0.83,"5,943,435",,,,,
Tokat,582,2161,1628,1600,10473,29706,36326,43092,615,2272,2847,2833,342,308,194,112,,85.79,90.23,37.2,17.02926829,13.07482394,12.75939586,15.21073067,30.62280702,96.44805195,187.2474227,384.75,17.99484536,13.7464137,22.31326781,26.9325,47.81236988,0.812,"5,718,216",,,,,
Trabzon,713,2768,1986,2347,13660,40594,45870,56063,835,2812,4055,4129,305,208,237,141,,90.96,96.46,46.96,16.35928144,14.43598862,11.31196054,13.57786389,44.78688525,195.1634615,193.5443038,397.6099291,19.15848527,14.66546243,23.09667674,23.8870899,55.7780225,0.814,"8,711,802",,,,,
Tunceli,77,269,178,260,1403,2796,2905,3613,87,252,316,351,27,28,25,24,,90.43,93.28,54.13,16.12643678,11.0952381,9.193037975,10.29344729,51.96296296,99.85714286,116.2,150.5416667,18.22077922,10.39405204,16.32022472,13.89615385,93.38471587,0.763,"1,000,804",,,,,
Şanlıurfa,1768,7431,5538,5660,52603,233829,218146,147541,1862,9060,9515,6916,1042,1263,682,255,,94.36,92.24,30.33,28.25080559,25.8089404,22.92653705,21.33328514,50.48272553,185.1377672,319.8621701,578.5921569,29.75282805,31.46669358,39.39075479,26.06731449,22.40668498,0.757,"14,611,825",,,,,
Uşak,348,1162,933,833,6098,17802,20623,23234,359,1346,1542,1398,152,122,92,58,,90.21,94.96,53.12,16.98607242,13.22585438,13.37418936,16.61945637,40.11842105,145.9180328,224.1630435,400.5862069,17.52298851,15.32013769,22.1039657,27.89195678,45.69455554,0.828,"3,096,126",,,,,
Van,1118,5368,2444,2755,26604,104731,114145,87956,1165,5574,5790,4267,714,874,384,139,,94.07,92.47,26.69,22.8360515,18.78919986,19.71416235,20.6130771,37.2605042,119.8295195,297.2526042,632.7769784,23.7960644,19.5102459,46.70417349,31.92595281,33.17802217,0.757,"11,062,747",,,,,
Yozgat,362,2145,966,1481,5719,22647,26634,29604,331,1645,1799,2002,196,186,222,107,,87.45,89.83,40.13,17.27794562,13.76717325,14.80489161,14.78721279,29.17857143,121.7580645,119.972973,276.6728972,15.79834254,10.55804196,27.57142857,19.98919649,47.35865917,0.812,"4,006,732",,,,,
Zonguldak,510,1690,1618,1512,8274,29119,33870,38994,532,2063,2197,2519,264,217,131,94,,91.04,96.28,45.79,15.55263158,14.11488124,15.41647701,15.47995236,31.34090909,134.1889401,258.5496183,414.8297872,16.22352941,17.23017751,20.93325093,25.78968254,45.87285161,0.806,"5,057,803",,,,,
Aksaray,462,1716,1380,1095,7666,26606,29166,29582,496,1699,1916,1643,224,212,139,75,,89.96,94,40.87,15.45564516,15.65979988,15.2223382,18.00486914,34.22321429,125.5,209.8273381,394.4266667,16.59307359,15.504662,21.13478261,27.01552511,39.9701032,0.812,"3,718,019",,,,,
Bayburt,80,225,373,253,1338,4161,4742,5674,63,274,353,335,41,46,59,17,,90.46,93.42,40.14,21.23809524,15.18613139,13.43342776,16.93731343,32.63414634,90.45652174,80.37288136,333.7647059,16.725,18.49333333,12.71313673,22.42687747,78.911153,0.814,"1,255,871",,,,,
Karaman,272,1091,713,872,4680,14037,16560,19662,300,1007,1043,1193,111,88,74,50,,89.74,95.75,53.15,15.6,13.93942403,15.87727709,16.48113998,42.16216216,159.5113636,223.7837838,393.24,17.20588235,12.86617782,23.22580645,22.54816514,41.84548317,0.845,"2,298,949",,,,,
Kırıkkale,249,1002,784,968,4168,13914,16378,19835,256,1063,1217,1502,101,82,76,60,,91.73,95.43,41.96,16.28125,13.08936971,13.45768283,13.2057257,41.26732673,169.6829268,215.5,330.5833333,16.73895582,13.88622754,20.89030612,20.49070248,65.4242748,0.812,"3,552,211",,,,,
Batman,662,2818,1528,1786,15569,54296,62305,57089,671,2831,3308,2652,368,401,186,88,,92.67,94.81,42.56,23.20268256,19.17908866,18.83464329,21.52677225,42.30706522,135.4014963,334.9731183,648.7386364,23.51812689,19.26756565,40.77552356,31.96472564,27.37751441,0.757,"5,181,441",,,,,
Şırnak,462,1769,1794,1575,13484,51418,58895,43041,429,2228,2809,1775,299,299,254,80,,94.01,93.48,25.87,31.43123543,23.07809695,20.96653613,24.2484507,45.09698997,171.9665552,231.8700787,538.0125,29.18614719,29.06613906,32.82887402,27.32761905,21.7469821,0.757,"3,628,223",,,,,
Bartın,169,664,638,512,2599,8686,10135,12590,172,622,783,882,86,67,47,34,,91.71,97.11,39.03,15.11046512,13.96463023,12.94380587,14.27437642,30.22093023,129.641791,215.6382979,370.2941176,15.37869822,13.0813253,15.88557994,24.58984375,56.10667451,0.806,"1,908,188",,,,,
Ardahan,107,408,382,343,1601,5445,6913,6654,91,353,487,455,73,77,54,26,,93.15,98.24,34.8,17.59340659,15.42492918,14.19507187,14.62417582,21.93150685,70.71428571,128.0185185,255.9230769,14.96261682,13.34558824,18.09685864,19.39941691,61.27201281,0.792,"1,263,000",,,,,
Iğdır,216,980,606,573,4364,15460,17062,15478,208,961,1157,931,123,138,93,37,,93.58,95.13,45.71,20.98076923,16.08740895,14.74675886,16.62513426,35.4796748,112.0289855,183.4623656,418.3243243,20.2037037,15.7755102,28.15511551,27.0122164,37.34143687,0.792,"1,955,347",,,,,
Yalova,265,809,593,595,4627,12957,14163,15759,267,835,994,1113,98,60,64,40,,90.33,94.13,48.91,17.32958801,15.51736527,14.24849095,14.15902965,47.21428571,215.95,221.296875,393.975,17.46037736,16.01606922,23.8836425,26.48571429,41.152486,0.83,"1,954,990",,,,,
Karabük,191,603,656,704,3706,10499,12628,15494,251,783,1005,1226,97,58,74,45,,91.54,95.49,52.42,14.76494024,13.40868455,12.56517413,12.63784666,38.20618557,181.0172414,170.6486486,344.3111111,19.40314136,17.41127695,19.25,22.00852273,69.40052449,0.806,"2,937,516",,,,,
Kilis,184,519,676,412,4965,15447,14757,11775,186,665,718,613,84,92,44,22,,91.48,92.79,33.46,26.69354839,23.22857143,20.55292479,19.20880914,59.10714286,167.9021739,335.3863636,535.2272727,26.98369565,29.76300578,21.82988166,28.58009709,34.08697597,0.757,"1,600,179",,,,,
Osmaniye,492,1875,1499,1549,11443,40741,44373,42840,608,2445,2730,2565,220,181,126,87,,87.58,92.11,42.35,18.82072368,16.66298569,16.25384615,16.70175439,52.01363636,225.0883978,352.1666667,492.4137931,23.25813008,21.72853333,29.60173449,27.65655261,32.32765411,0.804,"4,506,378",,,,,
Düzce,496,1515,933,887,7169,20103,23609,25848,458,1328,1633,1551,180,110,107,58,,91.17,95.04,37.55,15.65283843,15.1378012,14.45744029,16.66537718,39.82777778,182.7545455,220.6448598,445.6551724,14.45362903,13.26930693,25.30439443,29.14092446,46.93813291,0.806,"3,601,516",,,,,




















































































































































































































































































































































































































































































































































































































































































































































































































































