Province Name,#Classrooms - Kindergarten,#Classrooms - Primary School,#Classrooms - Secondary School,#Classrooms - High School,#Students - Kindergarten,#Students - Primary School,#Students - Secondary School,#Students -High School,#Teachers - Kindergarten,#Teachers - Primary School,#Teachers - Secondary School,#Teachers - High School,#Schools - Kindergarten,#Schools - Primary School,#Schools - Secondary School,#Schools - High School,Schooling Ratio - Kindergarten,Schooling Ratio - Primary School,Schooling Ratio - Secondary School,Schooling Ratio - High School,Student per Teacher - Kindergarten,Student per Teacher - Primary School,Student per Teacher - Secondary School,Student per Teacher - High School,Student per School - Kindergarten,Student per School - Primary School,Student per School - Secondary School,Student per School - High School,Student per Classroom - Kindergarten,Student per Classroom - Primary School,Student per Classroom - Secondary School,Student per Classroom - High School,Education Budget per Student,HDI Index,
Bingöl,266,1015,908,870,4727,19147,18908,24088,319,1132,1207,811,148,189,101,53,67.53,92.54,86.53,82.08,14.81818182,16.91431095,15.66528583,29.70160296,31.93918919,101.3068783,187.2079208,454.490566,17.77067669,18.86403941,20.82378855,27.68735632,47.2918349,0.841,"3,162,405"
Bitlis,445,2305,1294,984,8017,28649,29680,31175,452,1838,1777,904,287,406,200,68,72.98,92.01,87.74,70.27,17.73672566,15.58705114,16.70230726,34.48561947,27.93379791,70.56403941,148.4,458.4558824,18.01573034,12.42906725,22.9366306,31.68191057,35.40795316,0.833,"3,453,019"
Bolu,321,1059,674,867,3671,14857,14951,20930,336,941,997,1172,93,68,71,58,38.17,93.05,90.44,102.22,10.92559524,15.78852285,14.99598796,17.85836177,39.47311828,218.4852941,210.5774648,360.862069,11.43613707,14.0292729,22.18249258,24.14071511,47.61464096,0.841,"2,590,665"
Burdur,278,942,616,750,7095,12487,12178,16262,336,1080,1077,1090,122,87,89,60,97.41,93.07,89.44,93.37,21.11607143,11.56203704,11.30733519,14.91926606,58.1557377,143.5287356,136.8314607,271.0333333,25.52158273,13.25583864,19.76948052,21.68266667,42.23747449,0.81,"2,028,328"
Bursa,3243,8196,5777,7902,38423,190752,183508,212672,3285,8707,8579,9126,896,500,529,439,45.98,93.88,89.87,91.42,11.69649924,21.9078902,21.39037184,23.30396669,42.8828125,381.504,346.8960302,484.4464692,11.84798027,23.27379209,31.76527609,26.91369274,24.36711148,0.831,"15,238,095"
Çanakkale,576,1474,986,1233,6500,23864,22654,28900,696,1708,1493,1894,184,129,109,107,61.66,94.08,89.99,92.84,9.33908046,13.97189696,15.17347622,15.25871172,35.32608696,184.9922481,207.8348624,270.0934579,11.28472222,16.18995929,22.97565923,23.43876723,50.5026612,0.804,"4,137,077"
Çankırı,157,545,485,520,2204,8676,8587,11379,188,505,554,700,58,54,51,38,56.37,89.86,86.19,85.95,11.72340426,17.18019802,15.5,16.25571429,38,160.6666667,168.372549,299.4473684,14.03821656,15.91926606,17.70515464,21.88269231,52.27381184,0.811,"1,612,438"
Çorum,389,1785,1354,1658,5503,27307,27492,38234,587,2121,2011,2092,165,172,150,105,47.08,92.85,90.31,96.5,9.374787053,12.87458746,13.67081054,18.27629063,33.35151515,158.7616279,183.28,364.1333333,14.14652956,15.29803922,20.3042836,23.06031363,29.79964683,0.811,"2,936,338"
Denizli,1207,3365,2849,3214,16737,55742,54116,68178,1444,4022,3731,3700,410,280,256,184,70.96,93.67,89.37,93.38,11.59072022,13.85927399,14.50442241,18.42648649,40.82195122,199.0785714,211.390625,370.5326087,13.86661143,16.56523031,18.99473499,21.21281892,28.30490366,0.831,"5,513,031"
Diyarbakır,1598,6427,3854,4667,41763,152898,148589,155994,2077,7346,6814,4172,910,877,528,266,69.62,92.63,88.46,75.5,20.10736639,20.8137762,21.80642794,37.3906999,45.89340659,174.3420753,281.4185606,586.443609,26.13454318,23.78994865,38.55448884,33.42489822,29.5190488,0.757,"14,737,208"
Edirne,345,1296,877,1068,4975,16653,16099,19085,378,1332,1129,1496,142,106,99,76,75.82,94.3,90.32,87.36,13.16137566,12.50225225,14.2595217,12.75735294,35.03521127,157.1037736,162.6161616,251.1184211,14.42028986,12.84953704,18.35689852,17.86985019,66.79770119,0.833,"3,794,911"
Elazığ,542,1852,1289,1692,8377,34147,35228,46839,598,2492,2242,2541,223,186,143,102,61.51,92.31,87.79,92.33,14.0083612,13.70264848,15.71275647,18.43329398,37.56502242,183.5860215,246.3496503,459.2058824,15.45571956,18.43790497,27.32971296,27.68262411,56.70468172,0.768,"7,064,893"
Erzincan,280,868,706,703,4869,12127,11563,16619,352,933,1003,967,121,86,69,52,91.45,93.07,88.8,94.33,13.83238636,12.99785638,11.52841476,17.18614271,40.23966942,141.0116279,167.5797101,319.5961538,17.38928571,13.97119816,16.37818697,23.6401138,53.95772279,0.768,"2,437,702"
Erzurum,743,3333,2661,2486,11641,50105,49490,64513,793,3902,4142,2776,398,646,325,141,37.19,92.69,87.51,80.92,14.67969735,12.84085085,11.94833414,23.23955331,29.24874372,77.5619195,152.2769231,457.5390071,15.66756393,15.0330033,18.59827133,25.95052293,50.9091716,0.792,"8,947,236"
Eskişehir,898,2313,1569,2256,11884,42743,41719,55082,1092,2769,2234,3137,266,152,138,127,66.66,93.63,90.47,95.67,10.88278388,15.43625858,18.67457475,17.55881415,44.67669173,281.2039474,302.3115942,433.7165354,13.23385301,18.4794639,26.58954748,24.41578014,51.81731252,0.811,"7,846,592"
Gaziantep,1643,6895,5928,5977,35601,222381,202622,195197,2327,7532,6544,4511,580,552,392,309,45.24,93.82,88.6,82.07,15.29909755,29.5248274,30.96301956,43.27133673,61.38103448,402.8641304,516.8928571,631.7055016,21.66828971,32.25250181,34.18049933,32.65802242,15.53610318,0.757,"10,188,592"
Giresun,371,1348,1028,1324,6262,18529,19622,26997,488,1257,1622,2038,172,117,139,97,21.72,91.45,87.78,95.21,12.83196721,14.74065235,12.0974106,13.2468106,36.40697674,158.3675214,141.1654676,278.3195876,16.8787062,13.74554896,19.08754864,20.39048338,41.68357373,0.815,"2,976,624"
Gümüşhane,131,347,527,369,2029,5475,5488,7898,145,493,648,557,53,55,52,33,75.27,79.9,74.89,77.25,13.99310345,11.10547667,8.469135802,14.17953321,38.28301887,99.54545455,105.5384615,239.3333333,15.48854962,15.77809798,10.41366224,21.40379404,55.24777405,0.815,"1,154,126"
Hakkari,212,1135,665,866,5763,20324,21509,29567,335,1055,1092,747,151,210,121,55,71.32,88.74,82.57,77.53,17.20298507,19.26445498,19.69688645,39.58099063,38.16556291,96.78095238,177.7603306,537.5818182,27.18396226,17.90660793,32.3443609,34.14203233,78.63023729,0.757,"6,067,345"
Hatay,1703,7128,4495,4620,37681,148367,142027,145422,2250,6538,5331,4380,702,590,466,256,66.67,93.78,88.84,86.87,16.74711111,22.69302539,26.64171825,33.20136986,53.67663818,251.4694915,304.77897,568.0546875,22.1262478,20.81467452,31.59666296,31.47662338,20.27803766,0.81,"9,601,590"
Isparta,486,1255,1630,1383,6579,21722,22039,29444,576,1436,1715,2079,205,168,134,91,59.94,93.47,90.18,97.84,11.421875,15.12674095,12.85072886,14.16257816,32.09268293,129.297619,164.4701493,323.5604396,13.53703704,17.30836653,13.5208589,21.28994939,64.69345984,0.81,"5,161,503"
Mersin,1811,6533,3653,5499,35356,129874,124264,140119,2333,7341,6541,6406,659,475,418,307,79.93,93.49,89.25,89.73,15.15473639,17.69159515,18.99770677,21.87308773,53.65098634,273.4189474,297.2822967,456.4136808,19.52291552,19.87968774,34.01697235,25.48081469,28.8247702,0.81,"12,383,496"
İstanbul,14831,35758,27109,33939,172410,923211,901998,1195201,14907,38008,34901,38344,3960,1637,1785,1785,42.82,93.96,89.14,91.26,11.56570739,24.28991265,25.84447437,31.170483,43.53787879,563.9651802,505.3210084,669.5803922,11.62497472,25.81830639,33.27300896,35.21615251,20.90998522,0.862,"66,761,819"
İzmir,4313,10630,8089,9640,49118,228661,223327,283448,4871,13471,12540,13549,1397,817,686,571,50.28,93.44,89.96,91.53,10.08376103,16.9743152,17.80917065,20.92021551,35.15962777,279.878825,325.5495627,496.4063047,11.38836077,21.51091251,27.6087279,29.4033195,36.224822,0.831,"28,420,329"
Kars,368,1643,1000,829,4701,19616,20722,22118,337,1520,1555,778,256,348,165,50,64.27,92.3,88.22,77.25,13.9495549,12.90526316,13.32604502,28.42930591,18.36328125,56.36781609,125.5878788,442.36,12.77445652,11.93913573,20.722,26.68033776,56.12100004,0.792,"3,768,918"
Kastamonu,269,1067,861,988,4299,15683,16771,23589,335,1155,1401,1338,118,104,104,80,69.47,93.83,90.53,93.5,12.83283582,13.57835498,11.97073519,17.63004484,36.43220339,150.7980769,161.2596154,294.8625,15.98141264,14.69821931,19.47851336,23.87550607,80.18416692,0.804,"4,838,473"
Kayseri,1308,5369,2848,3890,18868,97246,95902,119259,1759,4881,4800,4836,414,392,345,217,54.42,93.88,90.05,92.88,10.72654918,19.92337636,19.97958333,24.66066998,45.57487923,248.0765306,277.9768116,549.5806452,14.42507645,18.11249767,33.67345506,30.65784062,34.49060448,0.811,"11,425,875"
Kırklareli,343,1030,807,810,4635,14915,14565,18544,317,982,905,1111,129,82,75,60,52.38,93.73,90.03,90.1,14.6214511,15.18839104,16.09392265,16.69126913,35.93023256,181.8902439,194.2,309.0666667,13.51311953,14.48058252,18.04832714,22.89382716,49.19679447,0.833,"2,590,654"
Kırşehir,232,879,670,892,3482,12645,12348,15869,319,1104,1041,1074,78,67,61,58,55.75,92.31,88.96,95.37,10.9153605,11.45380435,11.86167147,14.77560521,44.64102564,188.7313433,202.4262295,273.6034483,15.00862069,14.38566553,18.42985075,17.79035874,39.42894191,0.811,"1,748,437"
Kocaeli,2556,6413,4650,5251,45953,124396,120945,160819,2929,5441,5036,5443,779,349,366,296,95.49,93.52,89.53,94.79,15.68897235,22.86270906,24.01608419,29.54602241,58.98973042,356.4355301,330.4508197,543.3074324,17.978482,19.39747388,26.00967742,30.62635688,26.05700345,0.833,"11,780,710"
Konya,2060,7551,5943,6532,29749,151451,143370,178631,2562,8341,8290,7041,878,719,583,382,52.84,93.35,87.75,87.48,11.61163154,18.15741518,17.29433052,25.37011788,33.88268793,210.6411683,245.9176672,467.6204188,14.44126214,20.05707853,24.12417971,27.34706062,29.19824881,0.811,"14,692,588"
Kütahya,627,1976,1432,1551,8297,26517,26858,37891,659,2013,2067,2150,250,207,164,110,66.01,93.94,89.85,94.13,12.59028832,13.1728763,12.99371069,17.62372093,33.188,128.1014493,163.7682927,344.4636364,13.23285486,13.41953441,18.75558659,24.43004513,33.37932766,0.811,"3,323,346"
Malatya,716,2547,2065,2702,11908,51435,51726,68567,902,3640,3470,3414,294,279,241,165,54.22,93.69,89.04,95.25,13.20177384,14.13049451,14.90662824,20.08406561,40.50340136,184.3548387,214.6307054,415.5575758,16.63128492,20.19434629,25.04891041,25.37638786,31.85837744,0.768,"5,850,345"
Manisa,1265,4465,3256,3263,18908,78886,76527,94177,1442,4848,4667,4945,528,464,329,208,58.73,93.56,89.74,90.28,13.11234397,16.27186469,16.39747161,19.04489383,35.81060606,170.012931,232.6048632,452.7740385,14.94703557,17.66763718,23.50337838,28.8620901,26.87351489,0.831,"7,215,485"
Kahramanmaraş,946,3705,3621,3096,17091,95541,94014,105522,1177,4683,4499,3465,437,461,328,198,55.72,93.03,88.75,87.25,14.52081563,20.4016656,20.8966437,30.45367965,39.10983982,207.2472885,286.6280488,532.9393939,18.06659619,25.78704453,25.96354598,34.08333333,22.7361613,0.81,"7,097,502"
Mardin,798,3576,2399,2552,17380,78683,75566,78544,987,4066,3499,2086,532,601,333,143,61.32,91.74,87,75.23,17.60891591,19.35145106,21.59645613,37.65292426,32.66917293,130.9201331,226.9249249,549.2587413,21.77944862,22.00307606,31.4989579,30.77742947,25.43107769,0.757,"6,362,169"
Muğla,1068,3180,2323,2410,13969,48553,47398,60167,1241,3094,3231,3024,402,320,248,165,71.12,93.44,89.16,91.38,11.25624496,15.6926309,14.66976168,19.89649471,34.74875622,151.728125,191.1209677,364.6484848,13.07958801,15.26823899,20.4037882,24.96556017,35.72437635,0.831,"6,076,252"
Muş,441,2364,1587,1182,8537,35996,37418,33130,449,2095,2101,1002,315,414,187,62,67.02,92.18,87.19,62.2,19.01336303,17.18186158,17.80961447,33.06387226,27.1015873,86.9468599,200.0962567,534.3548387,19.35827664,15.22673435,23.57781979,28.02876481,26.1180386,0.833,"3,005,690"
Nevşehir,417,1161,1184,953,5911,17191,17134,21311,417,1256,1295,1197,175,125,106,62,81.68,92.73,89.8,89.77,14.17505995,13.68710191,13.23088803,17.80367586,33.77714286,137.528,161.6415094,343.7258065,14.17505995,14.80706288,14.47128378,22.36201469,30.64497051,0.811,"1,886,106"
Niğde,332,1442,1412,1060,5175,22337,22491,27892,393,1568,1573,1300,159,163,126,64,67.98,92.74,88.96,86.61,13.16793893,14.24553571,14.29815639,21.45538462,32.54716981,137.0368098,178.5,435.8125,15.5873494,15.49029126,15.92847025,26.31320755,29.45346941,0.811,"2,294,278"
Ordu,652,2157,1746,2152,9166,36824,38830,50181,806,2508,2842,2762,261,194,201,134,62.75,93.49,89.75,94.1,11.37220844,14.68261563,13.66291344,18.16835626,35.11877395,189.814433,193.1840796,374.4850746,14.05828221,17.07185906,22.23940435,23.31830855,29.07632536,0.815,"3,925,333"
Rize,301,1277,874,1193,4183,16100,16870,26242,363,1338,1404,1595,121,87,97,81,60.24,92.74,90.26,102.47,11.52341598,12.0328849,12.01566952,16.45266458,34.57024793,185.0574713,173.9175258,323.9753086,13.89700997,12.60767424,19.3020595,21.99664711,36.36048584,0.815,"2,305,073"
Sakarya,1030,2676,3056,2701,13241,58617,57744,76310,1116,2898,3274,3059,385,284,268,157,56.44,93.74,88.65,92.94,11.86469534,20.22670807,17.63714111,24.9460608,34.39220779,206.3978873,215.4626866,486.0509554,12.85533981,21.90470852,18.89528796,28.25249907,26.76745406,0.833,"5,511,740"
Samsun,1429,4309,3853,3739,20134,71330,72787,100448,1567,5032,5110,5028,553,410,329,211,76.2,93.43,89.35,93.4,12.84875558,14.17527822,14.24403131,19.97772474,36.40867993,173.9756098,221.2370821,476.056872,14.08957313,16.55372476,18.89099403,26.86493715,43.45235909,0.815,"11,501,796"
Siirt,376,1899,948,1082,7757,29221,29815,33009,478,1738,1508,834,223,292,144,62,32.58,91.67,87.28,72.64,16.22803347,16.81300345,19.77122016,39.57913669,34.78475336,100.0719178,207.0486111,532.4032258,20.63031915,15.38757241,31.45042194,30.50739372,34.55593074,0.757,"3,448,751"
Sinop,184,684,468,593,2662,9416,9513,13343,234,591,807,891,81,55,49,43,66.51,92.93,88.68,91.82,11.37606838,15.9323181,11.78810409,14.97530864,32.86419753,171.2,194.1428571,310.3023256,14.4673913,13.76608187,20.32692308,22.50084317,45.53855842,0.804,"1,590,844"
Sivas,489,2359,1817,1920,7797,33111,34946,50954,641,2631,2884,2488,247,285,209,127,60,92.8,88.9,93.11,12.16380655,12.58494869,12.11719834,20.47990354,31.56680162,116.1789474,167.2057416,401.2125984,15.94478528,14.03603222,19.23280132,26.53854167,45.30604536,0.792,"5,745,169"
Tekirdağ,979,2794,1848,2630,14799,61605,59485,74770,1126,2520,2043,2394,310,179,180,150,56.87,93.55,89.78,88.41,13.14298401,24.44642857,29.11649535,31.23224728,47.73870968,344.1620112,330.4722222,498.4666667,15.11644535,22.04903364,32.18885281,28.42965779,24.53330738,0.833,"5,168,162"
Tokat,499,1814,1526,1496,8192,28651,30853,43278,660,2325,2555,2248,291,266,172,116,68.04,88.93,86.31,90.06,12.41212121,12.32301075,12.07553816,19.25177936,28.15120275,107.7105263,179.377907,373.0862069,16.41683367,15.79437707,20.21821756,28.92914439,35.59922144,0.811,"3,950,588"
Trabzon,753,2683,1902,2410,11196,41213,42165,58170,933,2926,3496,3446,290,199,218,149,69.75,92.92,89.86,98.4,12,14.08509911,12.06092677,16.88044109,38.60689655,207.1005025,193.4174312,390.4026846,14.8685259,15.36079016,22.16876972,24.13692946,60.3690816,0.815,"9,221,015"
Tunceli,76,244,168,232,1177,3044,2695,3314,100,290,385,385,29,28,25,23,69.51,92.1,88.95,89.89,11.77,10.49655172,7,8.607792208,40.5862069,108.7142857,107.8,144.0869565,15.48684211,12.47540984,16.04166667,14.28448276,275.1327468,0.768,"2,814,608"
Şanlıurfa,1882,8679,6652,6290,47577,248659,225882,184900,2597,8972,5956,3305,1114,1276,767,303,51.8,92.25,86.04,67.15,18.3199846,27.71500223,37.92511753,55.94553707,42.70825853,194.8738245,294.5006519,610.2310231,25.28002125,28.650651,33.95700541,29.39586645,16.15840049,0.757,"11,424,280"
Uşak,388,1142,907,943,5386,18597,18241,24315,436,1321,1382,1232,157,120,95,64,65.54,92.69,90.02,93.4,12.35321101,14.07797123,13.19898698,19.7362013,34.30573248,154.975,192.0105263,379.921875,13.8814433,16.28458844,20.11135612,25.78472959,29.28817686,0.811,"1,948,806"
Van,1170,5592,2784,3558,26701,100416,103512,107315,1388,5277,4360,2535,748,870,408,181,78.47,92.33,88.15,73.46,19.2370317,19.02899375,23.7412844,42.33333333,35.69652406,115.4206897,253.7058824,592.9005525,22.82136752,17.95708155,37.18103448,30.16160764,29.96187238,0.768,"10,125,435"
Yozgat,311,2137,928,1454,5023,21319,23206,30820,377,2148,2322,1829,168,177,169,99,60,89.75,85.43,86.34,13.32360743,9.925046555,9.993970715,16.85073811,29.89880952,120.4463277,137.3136095,311.3131313,16.1511254,9.976134768,25.00646552,21.19669876,37.8443908,0.811,"3,041,478"
Zonguldak,441,1633,1646,1578,5698,27280,29502,38510,549,2112,1967,2121,234,195,127,91,56.91,94.15,90,94.12,10.37887067,12.91666667,14.99847483,18.15652994,24.35042735,139.8974359,232.2992126,423.1868132,12.92063492,16.70545009,17.92345079,24.40430925,31.10080206,0.804,"3,140,870"
Aksaray,441,1737,1448,1193,7412,27066,26925,32534,528,1669,1772,1238,222,197,141,82,79.44,91.77,87.63,87.68,14.03787879,16.21689635,15.19469526,26.27948304,33.38738739,137.3908629,190.9574468,396.7560976,16.80725624,15.582038,18.59461326,27.27074602,22.45471965,0.811,"2,109,329"
Bayburt,79,215,347,226,1014,4151,4159,6246,85,367,410,305,32,44,57,16,55.18,92.15,84.77,93.96,11.92941176,11.3106267,10.14390244,20.47868852,31.6875,94.34090909,72.96491228,390.375,12.83544304,19.30697674,11.98559078,27.63716814,67.73262685,0.815,"1,054,597"
Karaman,284,1120,817,890,4117,14350,14434,20016,350,1014,1079,926,113,91,78,52,56.38,91.94,89.03,94.01,11.76285714,14.15187377,13.37720111,21.61555076,36.43362832,157.6923077,185.0512821,384.9230769,14.49647887,12.8125,17.66707466,22.48988764,28.52871478,0.811,"1,509,654"
Kırıkkale,303,990,881,889,3562,13788,14581,18505,315,1009,1198,1287,105,75,71,62,38.23,94.02,89.76,93.23,11.30793651,13.66501487,12.17111853,14.37839938,33.92380952,183.84,205.3661972,298.4677419,11.75577558,13.92727273,16.55051078,20.81552306,45.26839956,0.811,"2,283,157"
Batman,629,2897,1567,2155,14562,54319,54822,64313,832,2757,2502,1597,319,345,191,96,80.58,92.55,87.41,79.86,17.50240385,19.70221255,21.91127098,40.27113338,45.64890282,157.4463768,287.026178,669.9270833,23.15103339,18.7500863,34.98532227,29.84361949,21.6455674,0.757,"4,069,713"
Şırnak,542,2180,2074,1730,12582,49380,51089,53603,683,2189,2321,1002,302,306,260,97,66.13,89.56,85.11,72.52,18.42166911,22.55824577,22.01163292,53.49600798,41.66225166,161.372549,196.4961538,552.6082474,23.21402214,22.65137615,24.63307618,30.98439306,44.60799621,0.757,"7,434,101"
Bartın,186,635,603,518,2431,8666,8953,12331,207,592,723,730,96,65,45,35,68.44,93.61,90.01,96.18,11.74396135,14.63851351,12.38312586,16.89178082,25.32291667,133.3230769,198.9555556,352.3142857,13.06989247,13.64724409,14.84742952,23.80501931,40.23350113,0.804,"1,302,801"
Ardahan,95,413,396,384,1524,5022,5480,7281,103,423,559,393,69,77,55,27,65.27,91.07,87.78,87.36,14.7961165,11.87234043,9.803220036,18.52671756,22.08695652,65.22077922,99.63636364,269.6666667,16.04210526,12.1598063,13.83838384,18.9609375,52.35101259,0.815,"1,010,741"
Iğdır,228,992,657,644,4746,15856,15313,16473,274,999,974,584,129,139,92,37,60.07,92.6,88.55,79.3,17.32116788,15.87187187,15.72176591,28.20719178,36.79069767,114.0719424,166.4456522,445.2162162,20.81578947,15.98387097,23.30745814,25.57919255,36.28792853,0.768,"1,901,052"
Yalova,310,877,617,763,3813,14691,14463,17991,308,741,792,852,99,62,69,47,64.9,91.94,87.55,90.37,12.37987013,19.82591093,18.26136364,21.11619718,38.51515152,236.9516129,209.6086957,382.787234,12.3,16.75142531,23.44084279,23.57929227,33.46061462,0.833,"1,705,086"
Karabük,178,586,614,772,2805,10433,10839,15437,270,764,846,1065,88,59,72,47,67.08,93.63,89.34,98.15,10.38888889,13.65575916,12.81205674,14.49483568,31.875,176.8305085,150.5416667,328.4468085,15.75842697,17.80375427,17.65309446,19.99611399,47.0791112,0.804,"1,860,284"
Kilis,140,625,677,529,4661,18985,17730,15428,247,573,611,462,82,93,47,31,100,93.26,88.38,85.44,18.87044534,33.13263525,29.01800327,33.39393939,56.84146341,204.1397849,377.2340426,497.6774194,33.29285714,30.376,26.18906942,29.16446125,28.27056193,0.757,"1,605,881"
Osmaniye,506,2071,1689,1626,10114,44072,41189,47385,694,2199,2205,1989,228,178,137,103,68.06,93.71,86.97,89.52,14.57348703,20.0418372,18.67981859,23.82352941,44.35964912,247.5955056,300.649635,460.0485437,19.98814229,21.2805408,24.3866193,29.14206642,21.8108854,0.819,"3,113,722"
Düzce,560,1559,878,1099,7593,20943,21300,26737,557,1248,1396,1269,191,109,104,63,86.5,93.02,88.62,91.8,13.63195691,16.78125,15.25787966,21.06934594,39.7539267,192.1376147,204.8076923,424.3968254,13.55892857,13.43361129,24.25968109,24.32848044,26.39557024,0.841,"2,021,188"
