Province Name,#Classrooms - Kindergarten,#Classrooms - Primary School,#Classrooms - Secondary School,#Classrooms - High School,#Students - Kindergarten,#Students - Primary School,#Students - Secondary School,#Students -High School,#Teachers - Kindergarten,#Teachers - Primary School,#Teachers - Secondary School,#Teachers - High School,#Schools - Kindergarten,#Schools - Primary School,#Schools - Secondary School,#Schools - High School,Schooling Ratio - Kindergarten,Schooling Ratio - Primary School,Schooling Ratio - Secondary School,Schooling Ratio - High School,Student per Teacher - Kindergarten,Student per Teacher - Primary School,Student per Teacher - Secondary School,Student per Teacher - High School,Student per School - Kindergarten,Student per School - Primary School,Student per School - Secondary School,Student per School - High School,Student per Classroom - Kindergarten,Student per Classroom - Primary School,Student per Classroom - Secondary School,Student per Classroom - High School,Education Budget per Student,HDI Index,
Bolu,175,1311,221,672,6266,14788,15307,18743,258,1013,1035,1234,82,77,70,45,63.36,94.28,95.94,95.17,24.28682171,14.5982231,14.78937198,15.18881686,76.41463415,192.0519481,218.6714286,416.5111111,35.80571429,11.27993898,69.26244344,27.89136905,43.46386832,0.752,"2,395,033"
Burdur,222,1177,647,662,3288,13300,13648,16100,259,1089,1142,1147,130,117,88,48,75.83,91.46,91.76,85.4,12.69498069,12.21303949,11.95096322,14.03661726,25.29230769,113.6752137,155.0909091,335.4166667,14.81081081,11.29991504,21.0942813,24.32024169,41.0347462,0.703,"1,901,386"
Bursa,1762,7325,3480,5415,25476,175205,171100,191474,2080,9321,9103,10868,704,557,513,266,60.21,95.67,95.92,84.6,12.24807692,18.79680292,18.79600132,17.61814501,36.1875,314.551167,333.5282651,719.8270677,14.45856981,23.91877133,49.16666667,35.35992613,21.12290703,0.752,"11,897,583"
Çanakkale,303,1487,772,1095,4996,22641,23010,26754,430,1572,1620,2003,164,155,100,82,71.89,93.77,95.58,86.64,11.61860465,14.40267176,14.2037037,13.35696455,30.46341463,146.0709677,230.1,326.2682927,16.48844884,15.22595831,29.80569948,24.43287671,36.25395021,0.746,"2,806,092"
Çankırı,133,623,387,455,2951,8852,9114,11177,139,551,579,783,63,72,49,34,63.12,88.64,88.33,80.15,21.23021583,16.06533575,15.74093264,14.27458493,46.84126984,122.9444444,186,328.7352941,22.18796992,14.20866774,23.5503876,24.56483516,36.98588521,0.756,"1,187,025"
Çorum,334,2091,958,1258,6395,30197,33328,38473,409,2015,2261,2359,199,259,147,83,59.86,94.69,94.7,81.84,15.63569682,14.98610422,14.74038036,16.30902925,32.13567839,116.5907336,226.7210884,463.5301205,19.14670659,14.44141559,34.78914405,30.58267091,28.83429742,0.756,"3,125,436"
Denizli,835,3642,1873,2170,9931,58707,57840,65497,1130,4084,4191,4166,385,313,241,128,72.38,93.63,94.49,85.02,8.788495575,14.37487757,13.80100215,15.72179549,25.79480519,187.5623003,240,511.6953125,11.89341317,16.11943987,30.88093967,30.18294931,31.50962365,0.731,"6,049,060"
Diyarbakır,1135,5923,2764,2390,40150,168767,156425,141241,1379,7350,7232,4893,801,994,374,143,42.13,98.48,91.95,64.25,29.11530094,22.9614966,21.62956305,28.86593092,50.12484395,169.7857143,418.2486631,987.6993007,35.37444934,28.49349992,56.59370478,59.09665272,18.03444056,0.645,"9,135,941"
Edirne,266,1339,653,802,6034,17858,17904,21261,315,1302,1239,1585,139,125,94,58,70.41,94.94,94.98,88.17,19.15555556,13.71582181,14.4503632,13.41388013,43.41007194,142.864,190.4680851,366.5689655,22.68421053,13.33681852,27.41807044,26.50997506,42.17795011,0.746,"2,659,615"
Elazığ,373,1734,1061,1284,5560,38808,38075,48238,470,2329,2395,2722,205,240,128,79,54.49,97.04,94.83,85.03,11.82978723,16.66294547,15.89770355,17.72152829,27.12195122,161.7,297.4609375,610.6075949,14.90616622,22.38062284,35.88595664,37.56853583,32.68576916,0.645,"4,271,409"
Erzincan,186,859,737,616,4359,12452,13036,16674,203,936,1066,1052,103,115,71,44,59.53,96.01,95.24,87.39,21.4729064,13.3034188,12.22889306,15.84980989,42.32038835,108.2782609,183.6056338,378.9545455,23.43548387,14.49592549,17.68792402,27.06818182,39.3702199,0.654,"1,831,542"
Erzurum,526,3082,2225,1601,15061,60835,63211,59647,590,3485,4147,3086,378,798,321,107,41.94,97.59,92.91,68.11,25.52711864,17.45624103,15.242585,19.32825664,39.84391534,76.23433584,196.9190031,557.4485981,28.63307985,19.73880597,28.4094382,37.25608994,35.39157954,0.654,"7,034,218"
Eskişehir,497,2110,1173,1593,13147,40736,41800,52087,741,2798,2826,3539,204,162,120,95,67.94,94.53,96.57,90.94,17.74224022,14.55897069,14.79122435,14.71799943,64.44607843,251.4567901,348.3333333,548.2842105,26.4527163,19.30616114,35.63512361,32.69742624,47.35974826,0.764,"6,998,350"
Gaziantep,1316,5233,3813,2820,20607,188691,162468,144931,1506,8075,7505,5829,503,548,321,176,45.03,97.73,93.9,70.83,13.68326693,23.3673065,21.64796802,24.86378453,40.96819085,344.3266423,506.1308411,823.4715909,15.65881459,36.05790178,42.60896932,51.39397163,17.41136875,0.645,"8,996,402"
Giresun,293,1530,943,1316,5541,20915,23437,30471,349,1348,1695,2192,166,150,134,83,65,94.16,94.83,90.48,15.87679083,15.51557864,13.82713864,13.90100365,33.37951807,139.4333333,174.9029851,367.1204819,18.9112628,13.66993464,24.85365854,23.15425532,32.99827037,0.708,"2,651,873"
Gümüşhane,100,535,428,361,5037,6539,6681,8858,94,448,646,627,54,94,47,28,42.53,80.28,78.03,69.82,53.58510638,14.59598214,10.34210526,14.12759171,93.27777778,69.56382979,142.1489362,316.3571429,50.37,12.22242991,15.60981308,24.53739612,40.80213904,0.708,"1,106,350"
Hakkari,170,1086,520,385,3799,28211,25370,25182,196,1148,1277,940,124,283,85,34,28.08,96.54,81.91,62.14,19.38265306,24.57404181,19.86687549,26.7893617,30.63709677,99.68551237,298.4705882,740.6470588,22.34705882,25.97697974,48.78846154,65.40779221,19.45542744,0.645,"1,606,279"
Hatay,1222,6044,2991,2700,27906,126920,117354,119764,1302,7050,5992,5188,650,556,421,156,69.26,95.86,94.95,79.14,21.43317972,18.00283688,19.58511348,23.0848111,42.93230769,228.2733813,278.7505938,767.7179487,22.83633388,20.99933819,39.23570712,44.35703704,20.05367859,0.703,"7,859,919"
Isparta,377,1397,1299,1201,9819,23199,23265,29181,445,1699,1828,2340,195,185,143,84,71.66,92.37,94.43,93.46,22.06516854,13.65450265,12.72702407,12.47051282,50.35384615,125.4,162.6923077,347.3928571,26.04509284,16.60629921,17.90993072,24.29725229,43.24006599,0.703,"3,695,469"
Mersin,1304,6098,2270,3610,34915,120587,117700,128486,1839,7886,7256,7341,603,475,375,193,73.45,95.39,94.81,80.41,18.98586188,15.29127568,16.22105843,17.50252009,57.90215589,253.8673684,313.8666667,665.7305699,26.77530675,19.77484421,51.85022026,35.59168975,21.62356107,0.703,"8,685,925"
İstanbul,7328,28264,19328,22273,103042,940033,925225,1043937,10797,41632,38611,45680,2971,1522,1487,1185,44.17,97.17,95.83,82.42,9.54357692,22.57957821,23.96273083,22.85326182,34.68259845,617.630092,622.2091459,880.9594937,14.0614083,33.25902208,47.86967094,46.8700669,16.20574444,0.809,"48,815,543"
İzmir,2460,8753,6204,7099,33951,223181,225458,262425,3231,14088,14084,15702,1145,786,584,394,60.11,95.26,96.02,84.37,10.50789229,15.8419222,16.00809429,16.71283913,29.65152838,283.9452926,386.0582192,666.0532995,13.80121951,25.49765795,36.3407479,36.96647415,26.92441092,0.764,"20,059,090"
Kars,333,1585,969,633,4776,25788,23985,20093,288,1323,1671,1054,233,391,163,44,42.07,98.94,93.47,63.65,16.58333333,19.49206349,14.35368043,19.06356736,20.49785408,65.95396419,147.1472393,456.6590909,14.34234234,16.27003155,24.75232198,31.74249605,28.52102034,0.654,"2,128,866"
Kastamonu,233,1191,726,840,12038,18415,19742,22534,275,1230,1323,1431,120,160,102,67,59.28,96.89,96.66,87.29,43.77454545,14.97154472,14.92214664,15.74703005,100.3166667,115.09375,193.5490196,336.3283582,51.66523605,15.46179681,27.19283747,26.82619048,32.06921586,0.756,"2,332,362"
Kayseri,867,4830,1960,3004,10584,98983,94772,104094,1142,5386,5243,5669,409,427,272,166,56.03,96.26,95.86,84.22,9.267950963,18.37783141,18.07591074,18.3619686,25.87775061,231.8103044,348.4264706,627.0722892,12.20761246,20.49337474,48.35306122,34.6517976,25.59370431,0.714,"7,893,943"
Kırklareli,199,992,699,709,5918,15404,16121,19197,231,989,948,1168,116,100,77,46,74.8,94.58,95.92,87.03,25.61904762,15.57532861,17.00527426,16.43578767,51.01724138,154.04,209.3636364,417.326087,29.73869347,15.52822581,23.06294707,27.07616361,26.63268008,0.746,"1,508,475"
Kırşehir,176,960,462,628,69983,12477,13038,16445,246,1086,1099,1196,88,83,68,44,73.51,92.97,93.91,88.11,284.4837398,11.48895028,11.86351228,13.75,795.2613636,150.3253012,191.7352941,373.75,397.6306818,12.996875,28.22077922,26.18630573,16.90457644,0.714,"1,892,349"
Kocaeli,1108,5283,3736,3409,39635,116184,113910,130725,1508,6134,6022,6461,474,322,292,184,61.56,96.05,96.67,86.88,26.2831565,18.94098468,18.91564264,20.23293608,83.61814346,360.8198758,390.1027397,710.4619565,35.77166065,21.99204997,30.48982869,38.34702259,19.86351741,0.746,"7,954,425"
Konya,1478,7265,4891,3641,29199,153195,147275,159067,1924,9240,9322,8146,865,807,549,276,59.05,95.57,95.07,79.15,15.17619543,16.57954545,15.79864836,19.52700712,33.75606936,189.8327138,268.2604736,576.3297101,19.75575101,21.08671714,30.11142916,43.68772315,24.13140223,0.764,"11,793,885"
Kütahya,357,1812,1365,1276,5798,29444,30946,38804,459,2088,2150,2336,220,246,164,93,66.94,95.07,97.34,92.27,12.63180828,14.10153257,14.39348837,16.61130137,26.35454545,119.6910569,188.695122,417.2473118,16.24089636,16.24944812,22.67106227,30.41065831,31.81901478,0.731,"3,340,742"
Malatya,540,2484,1705,1987,8027,54442,54117,66953,726,3534,3915,3925,284,381,227,119,59.63,96.37,96.04,86.42,11.05647383,15.40520656,13.82298851,17.05808917,28.26408451,142.8923885,238.4008811,562.6302521,14.86481481,21.91706924,31.74017595,33.69552089,31.57442832,0.645,"5,795,139"
Manisa,896,4754,2864,2737,13532,81470,79911,87368,1063,5133,5082,5387,492,545,332,161,62.47,95.58,96.59,83.35,12.73000941,15.87180986,15.72432113,16.21830332,27.50406504,149.4862385,240.6957831,542.6583851,15.10267857,17.13714767,27.90188547,31.92108148,25.14602659,0.731,"6,595,325"
Kahramanmaraş,716,3219,2501,1959,13151,94200,89792,82574,900,5039,5103,4061,450,587,306,127,51.85,96.12,93.36,72.06,14.61222222,18.69418535,17.59592397,20.33341541,29.22444444,160.4770017,293.4379085,650.1889764,18.36731844,29.26374651,35.90243902,42.1510975,21.65393594,0.703,"6,056,974"
Mardin,530,3023,1424,1589,17832,84999,78192,70763,665,3741,3821,2665,410,612,247,91,38,98.98,91.37,63.85,26.81503759,22.72093023,20.46375294,26.55272045,43.49268293,138.8872549,316.5668016,777.6153846,33.64528302,28.11743301,54.91011236,44.53303965,16.53847315,0.645,"4,164,156"
Muğla,741,2839,1860,1703,10810,48319,47396,53817,913,3514,3438,3543,395,354,227,116,69.7,93.72,95.22,83.13,11.84008762,13.75042686,13.78592205,15.18966977,27.36708861,136.4943503,208.7929515,463.9396552,14.58839406,17.01972526,25.48172043,31.60129184,27.73653191,0.731,"4,447,331"
Muş,348,2436,1197,739,7057,47002,44839,29828,377,2167,2425,1296,261,457,194,44,38.33,98.47,87.33,49.92,18.71883289,21.68989386,18.49030928,23.0154321,27.03831418,102.8490153,231.128866,677.9090909,20.27873563,19.29474548,37.45948204,40.36265223,20.33725122,0.645,"2,617,933"
Nevşehir,260,1113,1005,673,5462,18266,18120,19300,315,1298,1329,1216,153,134,103,53,76.33,94.58,95.33,80.07,17.33968254,14.07241911,13.63431151,15.87171053,35.69934641,136.3134328,175.9223301,364.1509434,21.00769231,16.41150045,18.02985075,28.67756315,29.1257441,0.714,"1,780,981"
Niğde,298,1187,1540,817,4692,25167,24603,24586,331,1628,1660,1523,177,179,125,52,60.6,96.05,94.59,77.9,14.17522659,15.45884521,14.82108434,16.14313854,26.50847458,140.5977654,196.824,472.8076923,15.74496644,21.2021904,15.97597403,30.09302326,29.74755845,0.714,"2,351,485"
Ordu,432,1937,1666,1695,15186,40808,43278,50388,582,2642,3010,3277,267,274,206,105,59.23,95.72,96.09,82.43,26.09278351,15.44587434,14.37807309,15.37625877,56.87640449,148.9343066,210.0873786,479.8857143,35.15277778,21.06763036,25.97719088,29.72743363,27.4753107,0.708,"4,111,955"
Rize,246,1326,795,999,11509,17934,20108,29146,277,1286,1335,1666,121,98,101,65,60.17,95.54,97.81,100,41.54873646,13.94556765,15.06217228,17.49459784,95.11570248,183,199.0891089,448.4,46.78455285,13.52488688,25.29308176,29.17517518,28.36725669,0.708,"2,232,418"
Sakarya,655,2332,2536,1755,11271,58982,61308,68324,780,3365,3337,3457,357,334,236,113,57.74,96.37,96.21,85.11,14.45,17.52808321,18.37219059,19.76395719,31.57142857,176.5928144,259.779661,604.6371681,17.20763359,25.29245283,24.17507886,38.93105413,24.57366986,0.746,"4,911,908"
Samsun,983,4015,2941,2789,18409,76435,82383,98698,1295,5379,5488,5646,542,609,301,158,59.44,96.77,96.88,85.77,14.21544402,14.20989031,15.01147959,17.48104853,33.96494465,125.5090312,273.6976744,624.6708861,18.72736521,19.0373599,28.01190071,35.38831122,29.69254689,0.756,"8,192,916"
Siirt,339,1721,792,739,11469,36808,34635,30460,394,1847,1691,1192,222,310,127,45,52.09,98.19,89.89,62.62,29.10913706,19.92853276,20.48196334,25.55369128,51.66216216,118.7354839,272.7165354,676.8888889,33.83185841,21.38756537,43.73106061,41.21786198,19.97299157,0.645,"2,264,378"
Sinop,143,681,420,533,5047,10163,11369,13176,190,661,711,917,69,76,49,47,61.38,95.51,95.77,84.91,26.56315789,15.37518911,15.99015471,14.36859324,73.14492754,133.7236842,232.0204082,280.3404255,35.29370629,14.9236417,27.06904762,24.72045028,34.05765313,0.756,"1,353,962"
Sivas,404,2370,1635,1656,16849,40231,40552,48606,447,2508,2926,2917,223,382,207,107,52.03,96.82,95.77,85.34,37.6935123,16.04106858,13.85919344,16.66300994,75.55605381,105.3167539,195.9033816,454.2616822,41.70544554,16.97510549,24.80244648,29.35144928,29.1869897,0.645,"4,268,247"
Tekirdağ,574,2329,1360,1727,10969,54644,53060,58194,738,2881,2458,2973,247,160,143,91,57.72,95.31,95.03,82.74,14.86314363,18.96702534,21.58665582,19.57416751,44.40890688,341.525,371.048951,639.4945055,19.1097561,23.46243023,39.01470588,33.69658367,19.74191342,0.746,"3,491,693"
Tokat,396,2340,1388,1293,9685,34809,38195,45194,510,2495,2695,2431,325,373,190,85,65.04,91.41,90.64,81.5,18.99019608,13.95150301,14.17254174,18.59070341,29.8,93.32171582,201.0263158,531.6941176,24.45707071,14.87564103,27.51801153,34.95282289,29.30913413,0.756,"3,748,140"
Trabzon,549,2716,1754,1898,8445,43259,45514,61002,704,2880,3594,3784,298,249,241,123,63.02,95.53,96.57,96.25,11.99573864,15.02048611,12.66388425,16.12103594,28.33892617,173.7309237,188.8547718,495.9512195,15.38251366,15.92746686,25.94868871,32.14014752,38.15593477,0.708,"6,037,032"
Tunceli,68,273,155,276,1899,3302,3400,4213,86,293,318,391,27,32,25,25,71.21,94.94,94.72,81.25,22.08139535,11.26962457,10.6918239,10.77493606,70.33333333,103.1875,136,168.52,27.92647059,12.0952381,21.93548387,15.26449275,77.41392227,0.634,"991,982"
Şanlıurfa,1431,7328,3819,3900,31852,231070,196414,143541,1838,8448,8274,5860,883,1327,569,189,38.12,98.92,89.51,58.52,17.3297062,27.35203598,23.73869954,24.49505119,36.07248018,174.1296157,345.1915641,759.4761905,22.25856045,31.53247817,51.43074103,36.80538462,17.61311014,0.645,"10,618,539"
Uşak,238,1128,848,672,6226,19402,19904,23320,307,1367,1410,1383,133,144,88,48,69.36,94.18,95.93,85.32,20.28013029,14.19312363,14.11631206,16.86189443,46.81203008,134.7361111,226.1818182,485.8333333,26.15966387,17.20035461,23.47169811,34.70238095,28.82092023,0.731,"1,984,378"
Van,1019,5041,2357,2255,18909,122946,114602,82147,1126,5132,5369,3542,661,891,341,118,41.17,98.96,88.01,52.44,16.79307282,23.95674201,21.34512945,23.19226426,28.60665658,137.986532,336.0762463,696.1610169,18.55642787,24.38920849,48.62197709,36.42882483,19.93381945,0.645,"6,749,671"
Yozgat,333,2670,756,1301,9185,26813,27137,32799,355,1969,2100,2006,221,282,198,88,57.6,90.4,87.74,75.62,25.87323944,13.61757237,12.92238095,16.35044865,41.56108597,95.08156028,137.0555556,372.7159091,27.58258258,10.0423221,35.89550265,25.21060723,31.08917589,0.714,"2,982,509"
Zonguldak,386,1617,1584,1298,11065,33392,34544,38656,418,2213,2046,2262,224,250,136,81,55.53,96.15,97.86,88.44,26.47129187,15.08901943,16.88367546,17.0893015,49.39732143,133.568,254,477.2345679,28.66580311,20.65058751,21.80808081,29.78120185,29.73599531,0.756,"3,498,648"
Aksaray,330,1706,1209,817,7118,28507,26939,27480,363,1737,1719,1406,203,227,135,60,57.84,93.99,92.58,72.42,19.60881543,16.41162925,15.67132054,19.54480797,35.06403941,125.5814978,199.5481481,458,21.56969697,16.7098476,22.28205128,33.63525092,26.57903914,0.714,"2,393,283"
Bayburt,59,327,349,231,1602,4812,4887,6268,63,353,417,364,42,85,35,15,45.9,93.24,90.02,83.34,25.42857143,13.63172805,11.71942446,17.21978022,38.14285714,56.61176471,139.6285714,417.8666667,27.15254237,14.71559633,14.00286533,27.13419913,43.53082133,0.708,"764,793"
Karaman,184,1063,644,685,5893,15890,15689,20143,265,1024,1018,965,110,107,72,41,68.65,94.38,95.5,88.91,22.23773585,15.51757813,15.41159136,20.87357513,53.57272727,148.5046729,217.9027778,491.2926829,32.02717391,14.94825964,24.36180124,29.40583942,27.28857068,0.714,"1,572,231"
Kırıkkale,204,1121,696,781,12452,15463,16604,20853,228,1136,1181,1429,96,96,73,53,65.89,95.12,95.8,88.51,54.61403509,13.61179577,14.0592718,14.59272218,129.7083333,161.0729167,227.4520548,393.4528302,61.03921569,13.79393399,23.85632184,26.70038412,35.33812641,0.714,"2,310,124"
Batman,462,2645,1038,1159,8188,62686,58142,57374,541,2623,2735,2214,270,407,169,63,38.31,98.2,91.34,68.96,15.1349353,23.8985894,21.25850091,25.91418248,30.32592593,154.019656,344.035503,910.6984127,17.72294372,23.69981096,56.01348748,49.50301984,17.3178604,0.645,"3,227,876"
Şırnak,425,1699,2187,909,11437,62856,53632,46075,451,2024,2685,1531,252,299,230,55,28.7,98.86,88.51,64.38,25.35920177,31.05533597,19.97467412,30.09470934,45.38492063,210.2207358,233.1826087,837.7272727,26.91058824,36.99587993,24.52309099,50.68756876,13.7716092,0.645,"2,396,260"
Bartın,126,694,542,459,4487,9512,10395,12002,153,624,727,790,86,76,50,27,61.16,96.41,98.73,89.71,29.32679739,15.24358974,14.29848693,15.19240506,52.1744186,125.1578947,207.9,444.5185185,35.61111111,13.70605187,19.17896679,26.14814815,34.81737004,0.756,"1,267,213"
Ardahan,120,540,374,245,6144,6913,6929,7631,92,470,563,530,75,95,59,23,49.21,98.65,94.75,78.46,66.7826087,14.70851064,12.30728242,14.39811321,81.92,72.76842105,117.440678,331.7826087,51.2,12.80185185,18.52673797,31.14693878,35.65785567,0.654,"984,763"
Iğdır,139,754,480,386,3509,17674,17067,15628,174,908,1148,824,110,144,74,26,46.01,98.53,90.77,68.96,20.16666667,19.46475771,14.86672474,18.96601942,31.9,122.7361111,230.6351351,601.0769231,25.24460432,23.4403183,35.55625,40.48704663,23.68608709,0.654,"1,276,159"
Yalova,148,766,354,448,3779,12483,13303,15554,200,787,888,969,78,61,59,29,64.42,94,95.24,86.25,18.895,15.86149936,14.98085586,16.05159959,48.44871795,204.6393443,225.4745763,536.3448276,25.53378378,16.29634465,37.57909605,34.71875,29.20804982,0.746,"1,317,838"
Karabük,139,632,574,603,6828,11260,12423,15535,183,815,881,1130,72,59,65,39,67.49,95.4,97.08,92.57,37.31147541,13.81595092,14.10102157,13.74778761,94.83333333,190.8474576,191.1230769,398.3333333,49.12230216,17.8164557,21.64285714,25.7628524,38.4044651,0.756,"1,768,372"
Kilis,98,360,492,321,2517,11052,10110,10617,116,588,571,547,68,98,37,17,51.13,96.36,94.56,79.15,21.69827586,18.79591837,17.70577933,19.4095064,37.01470588,112.7755102,273.2432432,624.5294118,25.68367347,30.7,20.54878049,33.07476636,25.85406461,0.645,"886,691"
Osmaniye,332,1596,1071,1177,7268,42257,39105,41619,535,2522,2353,2310,209,191,126,70,57.13,93.97,91,81.1,13.58504673,16.75535289,16.61920952,18.01688312,34.77511962,221.2408377,310.3571429,594.5571429,21.89156627,26.47681704,36.51260504,35.36023789,22.90544265,0.703,"2,983,411"
Düzce,304,1688,647,862,4655,22338,22629,26845,345,1391,1348,1424,162,157,108,48,57.97,96.06,96.24,84.9,13.49275362,16.0589504,16.78709199,18.85182584,28.7345679,142.2802548,209.5277778,559.2708333,15.3125,13.23341232,34.97527048,31.14269142,27.5043352,0.756,"2,103,174"
